序号,核心词汇,简要解释
4771,thought,思想；思考；想法；关心；想，思考；认为（think的过去式和过去分词）
4772,seafood,海鲜；海味；海产食品
4773,instructor,指导书；教员；指导者
4774,remunerate,酬劳；给与报酬；赔偿
4775,stamp,邮票；印记；标志；跺脚；铭记；标出；盖章于…；贴邮票于…；用脚踩踏
4776,refinery,精炼厂；提炼厂；冶炼厂
4777,infinity,无穷；无限大；无限距
4778,disturbance,干扰；骚乱；忧虑
4779,incredibly,难以置信地；非常地
4780,prenatal,产前的；胎儿期的；[医] 出生以前的
4781,effective,有效的，起作用的；实际的，实在的；给人深刻印象
4782,calligraphy,书法；笔迹
4783,spatial,空间的；存在于空间的；受空间条件限制的
4784,facilitate,促进；帮助；使容易
4785,aeronautics,航空学；飞行术
4786,extort,敲诈；侵占；强求；牵强地引出
4787,salad,色拉；尤指莴苣
4788,hotelier,旅馆老板
4789,marrow,髓，骨髓；精华；活力
4790,stop,停止；堵塞；断绝；停止；车站；障碍；逗留
4791,eruption,爆发，喷发；火山灰；出疹
4792,sun,太阳；使晒
4793,ordinal,顺序的，依次的；[数] 序数
4794,arduous,努力的；费力的；险峻的
4795,homebound,回家的，回家乡的
4796,soluble,[化学] 可溶的，可溶解的；可解决的
4797,steam,蒸，散发；用蒸汽处理；蒸汽；精力；蒸汽的
4798,upheaval,剧变；隆起；举起
4799,culprit,犯人，罪犯；被控犯罪的人
4800,impossibility,不可能；不可能的事
4801,contribution,贡献；捐献；投稿
4802,middle,中间的，中部的；中级的，中等的；中间，中央；腰部
4803,flyer,传单；飞鸟；飞行物；飞跳；孤注一掷
4804,recline,靠；依赖；斜倚
4805,reprint,再版；重印；重印；翻版
4806,fill,装满，使充满；满足；堵塞；任职；满足；填满的量；装填物
4807,ballad,歌谣，民谣；叙事歌谣；流行抒情歌曲
4808,repent,后悔；忏悔；[植] 匍匐生根的；[动] 爬行的
4809,mope,忧郁；百无聊赖；忧郁的人；消沉
4810,Frenchman,法国人
4811,cutlery,餐具；刀剑制造业
4812,contrast,对比；形成对照；对比；差别；对照物
4813,trace,追溯；沿路走；痕迹，踪迹；微量；[仪] 迹线；缰绳
4814,rib,肋骨；排骨；肋状物；戏弄；装肋于
4815,trap,诱捕；使…受限制；使…陷入困境；陷阱；圈套；[建] 存水湾
4816,growth,增长；发展；生长；种植
4817,pave,铺设；安排；作铺设之用；(Pave)人名；(西、塞)帕韦
4818,dossier,档案，卷宗；病历表册
4819,diffuse,弥漫的；散开的；扩散；传播；漫射
4820,illustrator,插图画家；说明者；图解者
4821,validity,[计] 有效性；正确；正确性
4822,repayment,偿还；[金融] 付还
4823,drunken,喝醉的；酒醉的；常醉的
4824,print,印刷业；印花布；印刷字体；印章；印记；印刷；打印；刊载；用印刷体写；在…印花样
4825,flaw,瑕疵，缺点；一阵狂风；短暂的风暴；裂缝，裂纹；使生裂缝，使有裂纹；使无效；使有缺陷
4826,headlong,轻率的；头向前的；匆促而用力的；头向前地；猛然用力地
4827,decorum,礼仪；礼貌；端正；恪守礼仪
4828,dingy,昏暗的；肮脏的
4829,hospitalize,就医；送…进医院治疗
4830,pinpoint,查明；精确地找到；准确描述；精确的；详尽的；针尖；精确位置；极小之物
4831,intelligence,智力；情报工作；情报机关；理解力；才智，智慧；天分
4832,Sunday,星期日；礼拜日
4833,spawn,卵；菌丝；产物；产卵；酿成，造成；大量生产
4834,ordain,任命某人为牧师；授某人以圣职；（上帝、法律等）命令；注定
4835,reddish,微红的；略带红色的；(Reddish)人名；(英)雷迪什
4836,communique,公报，官报
4837,deficient,不足的；有缺陷的；不充分的
4838,memory,记忆，记忆力；内存，[计] 存储器；回忆
4839,presume,假定；推测；擅自；意味着
4840,corporate,法人的；共同的，全体的；社团的；公司的；企业的
4841,block,块；街区；大厦；障碍物；阻止；阻塞；限制；封盖；成批的，大块的；交通堵塞的
4842,development,发展；开发；发育；住宅小区（专指由同一开发商开发的）；[摄] 显影
4843,migrate,移动；随季节而移居；移往
4844,harsh,严厉的；严酷的；刺耳的；粗糙的；刺目的；(Harsh)人名；(英)哈什
4845,oar,桨；橹；桨手；划（船）；划行
4846,lapse,(一时的) 走神，判断错误
4847,replicate,复制；折叠；复制的；折叠的；复制品；八音阶间隔的反覆音
4848,deadlock,僵局，停顿；死锁；停顿；停顿；相持不下
4849,expectancy,期望，期待
4850,appliance,器具；器械；装置
4851,sentence,[语][计] 句子，命题；宣判，判决；判决，宣判
4852,climate,气候；风气；思潮；风土
4853,ever,永远；曾经；究竟；(Ever)人名；(英)埃弗；(俄)叶韦尔；(西、法)埃韦尔
4854,salvage,打捞；海上救助；抢救财货；救难的奖金；抢救；海上救助
4855,demo,演示；样本唱片；示威；民主党员
4856,inflate,使充气；使通货膨胀
4857,workload,工作量
4858,package,包，包裹；套装软件，[计] 程序包；一揽子的；打包；将…包装
4859,caretaker,看管者；看门人；守护者；临时代理的
4860,embryo,[胚] 胚胎；胚芽；初期；胚胎的；初期的
4861,freezing,冰冻的；严寒的；冷冻用的
4862,unabashed,不害羞的；不畏惧的；厚脸皮的
4863,artery,动脉；干道；主流
4864,advertise,通知；为…做广告；使突出
4865,amount,总计，合计；相当于；共计；产生…结果；数量；总额，总数
4866,impeach,弹劾；归咎；怀疑；控告，检举；弹劾；怀疑
4867,derby,德比（英国中部的都市）；德比赛马；大赛马
4868,spasm,[临床] 痉挛；抽搐；一阵发作
4869,peppermint,薄荷；薄荷油；胡椒薄荷；薄荷糖（等于mint）
4870,withhold,保留，不给；隐瞒；抑制
4871,frustration,挫折
4872,massage,按摩；揉
4873,aloud,大声地；出声地
4874,content,内容，目录；满足；容量；满意的；使满足
4875,rich,富有的；肥沃的；昂贵的；(Rich)人名；(丹)里克；(捷)里赫；(英、西)里奇；(葡、法)里什
4876,irreparable,不能挽回的；不能修补的
4877,grassland,草原；牧草地
4878,needle,针；指针；刺激；针状物；缝纫；做针线
4879,moan,抱怨，悲叹；呻吟；呻吟声；悲叹
4880,further,进一步地；而且；更远地；更远的；深一层的；促进，助长；增进
4881,vandalism,汪达尔人作风；故意毁坏文物的行为；破坏他人财产的行为
4882,horsewhip,马鞭；用马鞭抽打；惩罚
4883,pretentious,自命不凡的；炫耀的；做作的
4884,strategy,战略，策略
4885,incise,切；切割；雕刻
4886,emission,（光、热等的）发射，散发；喷射；发行
4887,sheep,羊，绵羊；胆小鬼
4888,displace,取代；置换；转移；把…免职；排水
4889,scenario,方案；情节；剧本；设想
4890,emigrant,移民；侨民；移民的；移居的
4891,Welsh,威尔士的；威尔士人的；威尔士语的；威尔士语
4892,sterilize,消毒，杀菌；使成不毛；使绝育；使不起作用
4893,booklet,小册子
4894,doting,溺爱的，偏爱的；宠爱（dote的ing形式）
4895,hammer,锤击；敲打；重复；铁锤；链球；[解剖] 锤骨；音锤
4896,mainstream,主流
4897,struggle,奋斗，努力；挣扎；努力，奋斗；竞争
4898,arrogant,自大的，傲慢的
4899,scare,惊吓；把…吓跑；恐慌；惊吓；惊恐；（美）骇人的
4900,ceremony,典礼，仪式；礼节，礼仪；客套，虚礼
4901,your,你的，你们的
4902,celebration,庆典，庆祝会；庆祝；颂扬
4903,slop,溢出，使溅出
4904,liquidate,清算；偿付；消除
4905,fury,狂怒；暴怒；激怒者
4906,displacement,取代，位移；[船] 排水量
4907,duplicate,复制；使加倍；副本；复制品；复制的；二重的
4908,cord,绳索；束缚；用绳子捆绑
4909,amuse,娱乐；消遣；使发笑；使愉快
4910,dynamite,炸药；具有潜在危险的人（或物）；炸毁；极好的
4911,chime,鸣响；和谐；钟声；一套发谐音的钟；和谐
4912,disperse,分散；使散开；传播；分散的
4913,significant,重大的；有效的；有意义的；值得注意的；意味深长的；象征；有意义的事物
4914,dramatist,剧作家，剧本作者
4915,foreword,序；前言
4916,fishmonger,鱼贩；鱼商
4917,marshal,元帅；司仪；整理；引领；编列
4918,volitional,意志的；凭意志的
4919,elm,[林] 榆树；榆木；榆树的；榆木的
4920,hustle,催促；猛推；强夺；推；奔忙；拥挤喧嚷
4921,steeple,尖塔；尖顶；把…建成尖塔
4922,tense,紧张的；拉紧的；变得紧张；使拉紧；时态
4923,scripture,（大写）圣经；手稿；（大写）圣经的一句
4924,gimmick,暗机关；骗人的玩意；花招；使暗机关；搞骗人的玩意
4925,army,陆军，军队
4926,intelligent,智能的；聪明的；理解力强的
4927,assuredly,确实地；确信地
4928,resign,辞职；放弃；委托；使听从；辞去职务
4929,entrepot,贸易中心；（法）仓库
4930,lotus,莲花（汽车品牌）
4931,press,压；按；逼迫；紧抱；压；按；新闻；出版社；[印刷] 印刷机
4932,learned,博学的；有学问的；学术上的；(Learned)人名；(英)勒尼德
4933,wicked,邪恶的；恶劣的；不道德的；顽皮的
4934,sophist,诡辩家；学者，哲学家
4935,incurable,不能治愈的；无可救药的；患不治之症者，不能治愈的人
4936,psychiatry,精神病学；精神病治疗法
4937,painting,绘画；油画；着色；绘画（paint的ing形式）；涂色于
4938,linger,徘徊；苟延残喘；磨蹭；(Linger)人名；(德、捷、瑞典)林格；(法)兰热
4939,discus,铁饼；掷铁饼
4940,objective,客观的；目标的；宾格的；目的；目标；[光] 物镜；宾格
4941,scalpel,解剖刀；外科手术刀
4942,dimple,使起涟漪；使现酒窝；酒窝；涟漪；浅凹
4943,demography,人口统计学
4944,sobriety,清醒，冷静；节制；严肃
4945,fen,沼地，沼泽；沼泽地区
4946,he,男孩，男人；它（雄性动物）；他
4947,repentance,悔改；后悔
4948,brunette,浅黑肤色的女人；深色的
4949,fondle,爱抚；抚弄
4950,transient,短暂的；路过的；瞬变现象；过往旅客；候鸟
4951,involuntary,无意识的；自然而然的；不知不觉的
4952,collaboration,合作；勾结；通敌
4953,any,任何的；所有的；丝毫；任何；任何一个；若干；稍微；少许；(Any)人名；(法、罗)阿尼
4954,tuna,金枪鱼，鲔鱼
4955,commodity,商品，货物；日用品
4956,litre,[计量] 公升（米制容量单位）
4957,bemused,困惑的；发呆的；使发呆（bemuse的过去式和过去分词）
4958,abyss,深渊；深邃，无底洞，地狱
4959,serum,血清；浆液；免疫血清；乳清；树液
4960,indebted,负债的；感激的；受惠的；使负债；使受恩惠（indebt的过去分词）
4961,gold,金，黄金；金色；金币；金的，金制的；金色的
4962,corrugated,波纹的；缩成皱纹的；有瓦楞的；（使）起皱纹（corrugate的过去式）
4963,I,我；碘元素；英语字母I
4964,ammeter,[电] 安培计；[电] 电流计
4965,frontier,前沿；边界；国境；边界的；开拓的
4966,seventieth,第七十；第七十的；七十分之一的；第七十；七十分之一
4967,charity,慈善；施舍；慈善团体；宽容；施舍物
4968,cathode,阴极（电解）
4969,astronomy,天文学
4970,sprout,发芽；长芽；芽；萌芽；苗芽
4971,Englishman,英国人
4972,cleanse,净化；使…纯净；使…清洁
4973,unicorn,独角兽；麒麟
4974,fractional,部分的；[数] 分数的，小数的
4975,simulate,模仿；假装；冒充；模仿的；假装的
4976,turbulent,骚乱的，混乱的；狂暴的；吵闹的；激流的，湍流的
4977,disparity,不同；不一致；不等
4978,synthetic,综合的；合成的，人造的；合成物
4979,synopsis,概要，大纲
4980,inadequate,不充分的，不适当的
4981,job,工作；职业；承包；代客买卖
4982,cooperation,合作，协作；[劳经] 协力
4983,evolution,演变；进化论；进展
4984,pentagon,五角形
4985,writhe,翻滚；蠕动；翻滚；扭动；苦恼
4986,society,社会；交往；社团；社交界
4987,tutor,辅导；约束；导师；家庭教师；助教
4988,testator,立遗嘱者
4989,cadre,干部；基础结构；骨骼
4990,manly,男子气概的；强壮的；适于男人的；雄赳赳地；(Manly)人名；(英)曼利
4991,dusty,落满灰尘的
4992,rebate,减少；打折扣；折扣
4993,booze,酒；酒宴；豪饮；痛饮
4994,bang,刘海；重击；突然巨响；直接地；砰然地；突然巨响地；重击；发巨响
4995,sewage,污水；下水道；污物
4996,clothing,（总称）[服装] 服装；帆装；覆盖（clothe的ing形式）；给…穿衣
4997,estimation,估计；尊重
4998,catch,赶上；抓住；感染；了解；捕捉；捕获物；窗钩
4999,closet,壁橱；议事室，密室；小房间；秘密的，私下的；空谈的；把…关在私室中
5000,carve,雕刻；切开；开创；(Carve)人名；(西、瑞典)卡韦
5001,essayist,随笔作家，散文家；评论家
5002,switchboard,配电盘；接线总机
5003,nap,小睡，打盹儿；细毛；孤注一掷；使拉毛
5004,tacitly,肃静地；沉默地；心照不宣地
5005,chopsticks,筷子
5006,hearty,衷心的；丰盛的；健壮的；精神饱满的；朋友们；伙伴们
5007,stud,种马；大头钉；饰纽；壁骨；散布；用许多饰钮等装饰；种马的；为配种而饲养的
5008,teller,（美）出纳员；讲述者；讲故事者；计票员
5009,amphibious,[生物] 两栖的，水陆两用的；具有双重性的
5010,pioneer,先锋；拓荒者；开辟；倡导；提倡
5011,introvert,使内向；使内倾；使内弯；内向的人；内翻的东西
5012,freak,怪人，怪事；畸形人；反复无常；奇异的，反常的
5013,sing,唱歌；歌颂；鸣叫；呼号；演唱；鸣声；呼啸声
5014,stampede,惊跑；人群的蜂拥；军队溃败；蜂拥；逃窜
5015,doze,打瞌睡；假寐；瞌睡
5016,dignify,使高贵；增威严；授以荣誉
5017,adversary,对手；敌手
5018,unpleasant,讨厌的；使人不愉快的
5019,deception,欺骗，欺诈；骗术
5020,ointment,药膏；[药] 油膏
5021,romantic,浪漫的；多情的；空想的；浪漫的人；使…浪漫化
5022,tutorial,辅导的；家庭教师的，个别指导的；个别指导
5023,invent,发明；创造；虚构
5024,cobbler,补鞋匠；工匠；冷饮料；脆皮水果馅饼
5025,Marxist,马克思主义者；马克思主义的
5026,destructive,破坏的；毁灭性的；有害的，消极的
5027,devise,设计；想出；发明；图谋；遗赠给；遗赠
5028,product,产品；结果；[数] 乘积；作品
5029,cobra,眼镜蛇；（澳）头颅
5030,elegance,典雅；高雅
5031,billow,巨浪；翻腾
5032,springlock,弹簧锁
5033,incompatible,不相容的；矛盾的；不能同时成立的；互不相容的人或事物
5034,ark,约柜；方舟；（美）平底船；避难所
5035,intimate,亲密的；私人的；精通的；有性关系的；知己；至交；暗示；通知；宣布
5036,colossal,巨大的；异常的，非常的
5037,spurious,假的；伪造的；欺骗的
5038,Medicaid,（美）医疗补助计划
5039,chilli,红辣椒
5040,awful,可怕的；极坏的；使人敬畏的
5041,grandchild,孙子；孙女；外孙；外孙女
5042,owing,未付的；欠着的；欠；把…归功于（owe的ing形式）
5043,conformity,一致，适合；符合；相似
5044,amidst,在…当中
5045,him,他（宾格）；(Him)人名；(东南亚国家华语)欣；(柬)亨；(中)谦(广东话·威妥玛)
5046,domain,领域；域名；产业；地产
5047,congress,国会；代表大会；会议；社交
5048,indelible,难忘的；擦不掉的
5049,staid,固定的；沉着的；沉静的；古板的，保守的
5050,glum,阴沉的；忧郁的；(Glum)人名；(德)格卢姆
5051,homeland,祖国；故乡
5052,dependent,依靠的；从属的；取决于…的；依赖他人者；受赡养者
5053,checkmate,把…将死；使彻底失败；将死；挫败
5054,raid,袭击；突袭；搜捕；抢劫；对…进行突然袭击
5055,Venus,[天] 金星；维纳斯（爱与美的女神）
5056,lava,火山岩浆；火山所喷出的熔岩
5057,monolith,整块石料；庞然大物
5058,local,[计] 局部；当地居民；本地新闻；当地的；局部的；地方性的；乡土的
5059,spinster,老姑娘；未婚女人
5060,descriptive,描写的，叙述的；描写性的
5061,hangings,门帘；脚手架；帘布（hanging的复数）
5062,inflammable,易燃的；易怒的；易激动的；易燃物
5063,basis,基础；底部；主要成分；基本原则或原理
5064,helicopter,[航] 直升飞机；[航] 乘直升飞机；由直升机运送
5065,temptation,引诱；诱惑物
5066,modest,谦虚的，谦逊的；适度的；端庄的；羞怯的；(Modest)人名；(罗)莫代斯特；(德)莫德斯特；(俄)莫杰斯特
5067,plan,计划；平面图；计划；设计；打算
5068,sail,航行；启航，开船；帆，篷；航行
5069,dissonance,不一致；不调和；不和谐音
5070,fear,害怕；恐惧；敬畏；担心；害怕；敬畏；为…担心
5071,daily,日常的；每日的；日报；朝来夜去的女佣；日常地；每日；天天
5072,somewhere,在某处；到某处；某个地方
5073,crack,使破裂；打开；变声；裂缝；声变；噼啪声；最好的；高明的
5074,ensue,跟着发生，接着发生；继起
5075,mirage,海市蜃楼；幻想，妄想
5076,load,负载，负荷；工作量；装载量；[力] 加载；装载；装货
5077,gabble,急促而含糊地说话；急促不清的话
5078,wolf,狼；色狼；残忍贪婪之人；大吃；狼吞虎咽地吃
5079,invoke,调用；祈求；引起；恳求
5080,bizarre,奇异的（指态度，容貌，款式等）
5081,hang,悬挂，垂下；装饰；绞死；使悬而未决；悬挂；暂停，中止
5082,finale,结局；终曲；最后一场；最后乐章；尾声
5083,worst,最差的，最坏的；最不利的；效能最低的；最坏；最坏的时候；最坏地；最不利地
5084,slick,光滑的；华而不实的；聪明的；熟练的；老套的；[机] 平滑器；[机] 修光工具；通俗杂志；灵活地；聪明地；使光滑；使漂亮
5085,liable,有责任的，有义务的；应受罚的；有…倾向的；易…的
5086,fainthearted,懦弱的，胆小的；无精神的
5087,symphonic,交响乐的；交响性的；和声的
5088,freedom,自由，自主；直率
5089,squarely,直角地；诚实地；正好；干脆地；正当地
5090,cringe,畏缩；奉承；阿谀；畏缩；奉承
5091,jungle,丛林，密林；危险地带；丛林的；蛮荒的
5092,commit,犯罪，做错事；把交托给；指派…作战；使…承担义务
5093,dual,双的；双重的；双数；双数词
5094,incoherent,语无伦次的；不连贯的；不合逻辑的
5095,tarry,等候；逗留；耽搁；逗留；涂了焦油的
5096,bye,再见；轮空；次要的东西；次要的
5097,dank,潮湿的；阴湿的；透水的；(Dank)人名；(英)丹克；(匈)东克
5098,hulking,笨重的；粗陋的
5099,herself,她自己（she的反身代词）；她亲自
5100,concubine,妾；情妇；姘妇
5101,ore,矿；矿石
5102,cave,使凹陷，使塌落；在…挖洞穴；洞穴，窑洞
5103,flour,面粉；粉状物质；撒粉于；把…磨成粉
5104,fraud,欺骗；骗子；诡计
5105,charter,特许；包租；发给特许执照；宪章；执照；特许状
5106,although,尽管；虽然；但是；然而
5107,boring,无聊的；令人厌烦的；钻孔；钻孔；使厌烦；挖空（bore的ing形式）
5108,treeline,林木线（山顶上树木生长的上限）
5109,galvanize,镀锌；通电；刺激
5110,consultant,顾问；咨询者；会诊医生
5111,alkali,碱；可溶性无机盐；碱性的
5112,element,元素；要素；原理；成分；自然环境
5113,vulnerable,易受攻击的，易受…的攻击；易受伤害的；有弱点的
5114,methodical,有系统的；有方法的
5115,sometime,改天；来日；在某一时候；以前的；某一时间的
5116,spectre,幽灵；妖怪；鬼性（等于specter）
5117,snack,小吃，快餐；一份，部分；吃快餐，吃点心
5118,invidious,诽谤的；不公平的；引起反感的；易招嫉妒的
5119,procure,获得，取得；导致
5120,signpost,路标；指示牌
5121,magnetic,地磁的；有磁性的；有吸引力的
5122,tub,浴盆；桶；把…装入桶；为…洗盆浴；洗盆浴；（衣服等）被放在桶里洗
5123,trot,（人）慢跑；马小跑的步态；小跑的马蹄声；刚学步的小孩；老太婆；腹泻；（学生作弊用的）译文对照本；（马）小跑；（人）慢跑；快步走
5124,harmless,无害的；无恶意的
5125,fillet,鱼片；头带；平边；饰线；用带缚；把…切成片
5126,amusement,消遣，娱乐；乐趣
5127,agnostic,不可知论者；不可知论的
5128,twirl,使快速转动，使快速旋转；捻弄；转动，旋转；旋转的东西；万能钥匙
5129,manhood,成年；男子；男子气概
5130,petroleum,石油
5131,roundabout,迂回的，绕道的；圆滚滚的；迂回路线；环状交叉路口
5132,frank,坦白的，直率的；老实的；免费邮寄特权；免费邮寄
5133,soviet,苏联的；苏维埃的；委员会的；苏维埃（代表会议）；委员会；代表会议
5134,quantify,量化；为…定量；确定数量
5135,Turkey,土耳其（横跨欧亚两洲的国家）
5136,thorough,彻底的；十分的；周密的
5137,narcotic,麻醉的；有麻醉作用的；催眠的；[药] 麻醉药；镇静剂；起麻醉作用的事物
5138,opener,[五金] 开启工具；开启的人
5139,line,路线，航线；排；绳；排成一行；划线于；以线条标示；使…起皱纹
5140,spill,使溢出，使流出；使摔下；溢出，溅出；溢出量；摔下；小塞子
5141,facile,（言语或理论）轻率的，未经深思熟虑的
5142,internal,内部的；内在的；国内的
5143,revert,回复；重提；返祖遗传；归还；恢复原状者
5144,omission,疏忽，遗漏；省略；冗长
5145,appreciation,欣赏，鉴别；增值；感谢
5146,ulterior,将来的，较远的；在那边的；隐秘不明的
5147,avoid,避免；避开，躲避；消除
5148,recover,恢复；弥补；重新获得；还原至预备姿势
5149,geometry,几何学
5150,afresh,重新；再度
5151,destine,注定；命定；预定
5152,flaunt,炫耀；飘扬；炫耀；飘扬；招展
5153,canyon,峡谷
5154,spike,长钉，道钉；钉鞋；细高跟；阻止；以大钉钉牢；用尖物刺穿
5155,nape,颈背；项
5156,abide,忍受，容忍；停留；遵守
5157,accessory,配件；附件；[法] 从犯；副的；同谋的；附属的
5158,silvery,银色的；清脆的；银铃一般的；似银的
5159,honesty,诚实，正直
5160,paradoxical,矛盾的；诡论的；似非而是的
5161,scoop,掘；舀取；抢先获得；搜集；勺；铲子；独家新闻；凹处
5162,country,国家，国土；国民；乡下，农村；乡村；故乡；祖国的，故乡的；地方的，乡村的；国家的；粗鲁的；乡村音乐的
5163,solvency,偿付能力；溶解力
5164,snout,鼻子；猪嘴；烟草；鼻口部；口吻状物
5165,begin,开始；(Begin)人名；(以、德)贝京；(英)贝让
5166,mankind,人类；男性
5167,embroider,刺绣；装饰；镶边
5168,hurry,匆忙，急忙；仓促（做某事）；催促；（朝某方向）迅速移动；迅速处理
5169,hotchpotch,杂烩
5170,striking,显著的，突出的，惊人的；打击的；罢工的；打（strike的ing形式）
5171,idyllic,牧歌的
5172,framework,框架，骨架；结构，构架
5173,multinational,跨国公司的；多国的；跨国公司
5174,broke,一文不名的，破产的；打破，断掉（break的过去式）；(Broke)人名；(英)布罗克
5175,Jew,犹太人；犹太教徒；守财奴；欺骗；杀价
5176,away,离去，离开；在远处
5177,cassette,盒式磁带；暗盒；珠宝箱；片匣
5178,simile,明喻；直喻
5179,engender,使产生；造成
5180,interpreter,解释者；口译者；注释器
5181,psycho,心理分析，精神分析；精神病患者；精神病的；精神病学的
5182,vexatious,令人烦恼的；麻烦的；无理纠缠的
5183,cornerstone,基础；柱石；地基
5184,mackerel,鲭（产于北大西洋）；马鲛鱼
5185,inmate,(尤指)同院病人；同狱犯人；同被(收容所)收容者
5186,deep,深处；深渊；深的；低沉的；深奥的；深入地；深深地；迟
5187,favoritism,偏袒；得宠
5188,hemlock,铁杉；毒芹属植物；毒胡萝卜
5189,meteorological,气象的；气象学的
5190,secretary,秘书；书记；部长；大臣
5191,Turner,特纳（姓氏）
5192,attractive,吸引人的；有魅力的；引人注目的
5193,counterpart,副本；配对物；极相似的人或物
5194,abiding,持久的，永久的；不变的；遵守；容忍；继续存在（abide的现在分词）
5195,label,标注；贴标签于；标签；商标；签条
5196,consul,领事；（古罗马的）两执政官之一
5197,voucher,收据；证人；保证人；证明者；代金；证实的可靠性
5198,afternoon,午后，下午
5199,humankind,人类（总称）
5200,grove,小树林；果园
5201,maiden,未婚的，处女的；初次的；少女；处女
5202,overcome,克服；胜过
5203,haste,匆忙；急忙；轻率；匆忙；赶紧；赶快
5204,freehand,徒手画的；不用仪器画的；徒手画地
5205,decor,装饰，布置
5206,Puritan,清教徒的；清教徒
5207,scorch,烧焦；使枯萎；挖苦；烧焦；焦痕
5208,municipal,市政的，市的；地方自治的
5209,spokesman,发言人；代言人
5210,virtue,美德；优点；贞操；功效
5211,hit,打击；袭击；碰撞；偶然发现；伤…的感情；打；打击；（演出等）成功；讽刺
5212,alight,下来；飞落；烧着的；点亮着的
5213,national,国家的；国民的；民族的；国立的；国民
5214,supple,柔软的；灵活的；顺从的；易弯曲的；逢迎的；使柔软；使顺从；(Supple)人名；(意、西)苏普莱
5215,cursory,粗略的；草率的；匆忙的
5216,ditto,百变怪
5217,resuscitation,复苏；复兴；复活
5218,flavoring,调味品（等于flavour）；加味于…（flavor的ing形式）
5219,shot,发射；炮弹；射手；镜头；用尽的；破旧的；杂色的，闪光的；射击（shoot的过去式和过去分词）
5220,shred,碎片；少量剩余；最少量；破布；切成条状；用碎纸机撕毁
5221,marmalade,橘子或柠檬等水果制成的果酱；涂橘子或柠檬酱于…；橘子酱色的
5222,trill,颤音；啭声；颤声；用颤音唱；用颤声说
5223,notification,通知；通告；[法] 告示
5224,modem,调制解调器（等于modulator-demodulator）
5225,silica,二氧化硅；[材] 硅土
5226,terminology,术语，术语学；用辞
5227,trinket,小装饰品；不值钱的小玩意儿；密谋
5228,key,（打字机等的）键；关键；钥匙；键入；锁上；调节…的音调；提供线索；关键的
5229,commence,开始；着手；<英>获得学位
5230,collapse,倒塌；瓦解；暴跌；倒塌；失败；衰竭
5231,borderline,边界线，边界；界线；边界的；暧昧的
5232,thunderstorm,[气象] 雷暴；雷暴雨；大雷雨
5233,breast,乳房，胸部；胸怀；心情；以胸对着；与…搏斗
5234,servility,奴性；奴态；卑屈
5235,programme,计划，规划；节目；程序；编程序；制作节目
5236,garment,衣服，服装；外表，外观；给…穿衣服
5237,surf,海浪，拍岸浪；在…冲浪
5238,odour,气味；声誉
5239,allegedly,依其申述；据说，据称
5240,attention,注意力；关心；立正！（口令）
5241,toothache,[口腔] 牙痛
5242,egoist,自我主义者；利己主义者
5243,birch,桦木；桦树；桦条；用桦条鞭打
5244,rarely,很少地；难得；罕有地
5245,omniscient,全知的；无所不知的；上帝；无所不知者
5246,telegraph,[通信] 电报机，电报；电汇；流露出；打电报给…
5247,mirror,镜子；真实的写照；榜样；反射；反映
5248,reduce,减少；降低；使处于；把…分解
5249,riddle,解谜；给出谜；充满于；谜语；粗筛；谜一般的人、东西、事情等
5250,credibility,可信性；确实性
5251,snooty,傲慢的，自大的；目中无人的
5252,consultation,咨询；磋商；[临床] 会诊；讨论会
5253,hermitage,隐士生活；隐士住处
5254,safety,安全；保险；安全设备；保险装置；安打
5255,joystick,操纵杆，[机] 控制杆
5256,farmyard,农家庭院；农场；农家
5257,optimise,使优化；充分利用
5258,parting,分手；分离；分界点；离别的；分开的；逝去的；分开；断裂；离去（part的ing形式）
5259,hiccup,打嗝
5260,herein,此中，于此；焉；在这方面；（捷）赫赖因（人名）
5261,ponder,仔细考虑；衡量；(Ponder)人名；(英)庞德
5262,get,使得；获得；受到；变成；生殖；幼兽
5263,ungainly,笨拙的；不雅的；笨拙地；不雅地
5264,career,生涯；职业；事业；速度，全速；作为毕生职业的；全速前进，猛冲
5265,depth,[海洋] 深度；深奥
5266,elevator,电梯；升降机；升降舵；起卸机
5267,roughen,变粗糙
5268,delinquent,有过失的；怠忽的；拖欠债务的；流氓；行为不良的人；失职者
5269,dividend,红利；股息；[数] 被除数；奖金
5270,flux,[流][机] 流量；变迁；不稳定；流出；使熔融；用焊剂处理
5271,greengrocer,蔬菜水果商；菜贩
5272,piano,钢琴
5273,warranty,保证；担保；授权；（正当）理由
5274,assertion,断言，声明；主张，要求；坚持；认定
5275,snare,陷阱；圈套；[外科] 勒除器；捕捉；诱惑
5276,invert,使…转化；使…颠倒；使…反转；使…前后倒置；颠倒的事物；倒置物；倒悬者；转化的
5277,oceanography,海洋学
5278,incendiary,燃烧弹；纵火犯，放火者；煽动者；煽动的；放火的，纵火的
5279,sew,缝合，缝上；缝纫
5280,infatuated,入迷的；昏头昏脑的；迷恋；使糊涂（infatuate的过去分词）
5281,toward,向；对于；为了；接近；即将来到的，进行中的；(Toward)人名；(英)特沃德
5282,fiasco,惨败
5283,convulse,震撼；使剧烈震动；使抽搐
5284,leftovers,遗留；剩余物；吃剩的食物（leftover的复数形式）
5285,heater,加热器；加热工
5286,playmate,玩伴；游伴
