序号,核心词汇,简要解释
5604,idle,闲置的；懒惰的；停顿的；无所事事；虚度；空转
5605,idol,偶像，崇拜物；幻象；谬论
5606,idolatry,偶像崇拜；盲目崇拜；邪神崇拜
5607,idolise,把…当偶像崇拜；偶像化
5608,idyllic,牧歌的
5609,if,（表条件）如果；即使；是否；（表假设）假如；条件；设想
5610,ignite,点燃；使燃烧；使激动
5611,ignoble,不光彩的；卑鄙的；卑贱的
5612,ignominy,耻辱；不体面；丑行
5613,ignorance,无知，愚昧；不知，不懂
5614,ignorant,无知的；愚昧的
5615,ignore,驳回诉讼；忽视；不理睬
5616,ill,生病的；坏的；邪恶的；不吉利的；不利地；恶劣地；几乎不；疾病；不幸
5617,illegal,[法] 非法的；违法的；违反规则的；非法移民，非法劳工
5618,illegible,难辨认的；字迹模糊的
5619,illegitimate,私生的；非法的；不合理的；认做私生子；认为违法；非嫡出子；庶子
5620,illicit,违法的；不正当的
5621,illiteracy,文盲；无知
5622,illiterate,文盲的；不识字的；没受教育的；文盲
5623,illness,病；疾病
5624,illogical,不合逻辑的；不合常理的
5625,illuminate,阐明，说明；照亮；使灿烂；用灯装饰
5626,illuminating,照亮的，照明的；启蒙的，有启发性的；照明，阐释（illuminate的现在分词形式）
5627,illumination,照明；[光] 照度；启发；灯饰（需用复数）；阐明
5628,illusion,幻觉，错觉；错误的观念或信仰
5629,illustrate,阐明，举例说明；图解
5630,illustration,说明；插图；例证；图解
5631,illustrative,说明的；作例证的；解说的
5632,illustrator,插图画家；说明者；图解者
5633,illustrious,著名的，杰出的；辉煌的
5634,image,影像；想象；肖像；偶像；想象；反映；象征；作…的像
5635,imagery,像；意象；比喻；形象化
5636,imaginable,可能的；可想像的
5637,imaginary,虚构的，假想的；想像的；虚数的
5638,imagination,[心理] 想象力；空想；幻想物
5639,imaginative,富于想象的；有创造力的
5640,imagine,想像；猜想；臆断
5641,imbalance,不平衡；不安定
5642,imbecile,低能者；愚蠢的人；低能的；愚笨的；虚弱的
5643,imbecility,愚钝；低能；愚蠢的行为，言语等
5644,imbibe,吸收，接受；喝；吸入
5645,imbue,灌输；使感染；使渗透
5646,imitate,模仿，仿效；仿造，仿制
5647,imitation,模仿，仿造；仿制品；人造的，仿制的
5648,immaculate,完美的；洁净的；无瑕疵的
5649,immaterial,非物质的；无形的；不重要的；非实质的
5650,immature,不成熟的；未成熟的；粗糙的
5651,immeasurable,无限的；[数] 不可计量的；不能测量的
5652,immediate,立即的；直接的；最接近的
5653,immediately,立即，立刻；直接地；一…就
5654,immense,巨大的，广大的；无边无际的；非常好的
5655,immerse,沉浸；使陷入
5656,immigrant,移民的；迁入的；移民，侨民
5657,immigrate,移入
5658,immigration,外来移民；移居
5659,imminent,即将来临的；迫近的
5660,immobile,固定的；稳定的；不变的
5661,immoral,不道德的；邪恶的；淫荡的
5662,immortal,不朽的；神仙的；长生的；神仙；不朽人物
5663,immune,免疫的；免于……的，免除的；免疫者；免除者
5664,immunize,使免疫；赋予免疫性
5665,impact,影响；效果；碰撞；冲击力；挤入，压紧；撞击；对…产生影响
5666,impair,损害；削弱；减少
5667,impale,刺穿；钉住；使绝望
5668,impart,给予（尤指抽象事物），传授；告知，透露
5669,impartial,公平的，公正的；不偏不倚的
5670,impasse,僵局；死路
5671,impassioned,充满激情的；感激的；使充满激情（impassion的过去式和过去分词）
5672,impassive,冷漠的；无感觉的
5673,impatience,急躁；无耐心
5674,impeach,弹劾；归咎；怀疑；控告，检举；弹劾；怀疑
5675,impeccable,无瑕疵的；没有缺点的
5676,impede,阻碍；妨碍；阻止
5677,impediment,口吃；妨碍；阻止
5678,impel,推动；驱使；激励
5679,impending,即将发生的；迫切的；悬挂的；迫近；悬空（impend的现在分词）
5680,impenetrable,不能通过的；顽固的；费解的；不接纳的
5681,imperative,必要的，不可避免的；紧急的；命令的，专横的；势在必行的；[语]祈使的；必要的事；命令；需要；规则；[语]祈使语气
5682,imperceptible,感觉不到的；极细微的
5683,imperfect,有缺点的；未完成的；半过去的；未完成时的；未完成体；有瑕疵地；有缺点地
5684,imperial,帝国的；皇帝的；至高无上的；威严的；纸张尺寸；特等品
5685,imperialism,帝国主义
5686,imperialist,帝国主义者；帝国主义的
5687,imperil,危及；使陷于危险
5688,imperious,专横的；迫切的；傲慢的
5689,impersonal,客观的；非个人的；没有人情味的；非人称的；非人称动词；不具人格的事物
5690,impersonate,扮演；模仿；拟人，人格化
5691,impertinent,不恰当的；无礼的；粗鲁的；不相干的
5692,impetuous,冲动的；鲁莽的；猛烈的
5693,impetus,动力；促进；冲力
5694,impinge,撞击；侵犯
5695,impious,不虔诚的；不孝的；不敬的
5696,implacable,不能安抚的；难和解的；不能缓和的
5697,implant,种植；灌输；嵌入；[医] 植入物；植入管
5698,implement,实施，执行；实现，使生效；工具，器具；手段
5699,implicate,使卷入；涉及；暗指；影响
5700,implication,含义；暗示；牵连，卷入；可能的结果，影响
5701,implicit,含蓄的；暗示的；盲从的
5702,implore,恳求或乞求
5703,imply,意味；暗示；隐含
5704,impolite,无礼的；粗鲁的
5705,import,进口，进口货；输入；意思，含义；重要性；输入，进口；含…的意思
5706,importance,价值；重要；重大；傲慢
5707,important,重要的，重大的；有地位的；有权力的
5708,importer,进口商；输入者
5709,impose,利用；欺骗；施加影响
5710,imposing,（建筑物等）壮观的；威风的；（仪表）堂堂的；给人深刻印象的；impose的ing形式
5711,imposition,征收；强加；欺骗；不公平的负担
5712,impossibility,不可能；不可能的事
5713,impossible,不可能的；不可能存在的；难以忍受的；不真实的；不可能；不可能的事
5714,impostor,骗子；冒充者
5715,impotence,[泌尿][中医] 阳萎；虚弱；无效（等于impotency）
5716,impotent,无力的；无效的；虚弱的；阳萎的
5717,impound,没收；拘留；将…关在圈中
5718,impoverish,使贫穷；使枯竭
5719,impractical,不切实际的，不现实的；不能实行的
5720,impregnable,无法攻取的；不受影响的；要塞坚固的；不可受孕的
5721,impregnate,使怀孕；灌输；浸透；充满的；怀孕的
5722,impress,盖印；强征；传送；给予某人深刻印象；印象，印记；特征，痕迹
5723,impression,印象；效果，影响；压痕，印记；感想；曝光（衡量广告被显示的次数。打开一个带有该广告的网页，则该广告的impression 次数增加一次）
5724,impressionable,敏感的；易受影响的
5725,impressive,感人的；令人钦佩的；给人以深刻印象的
5726,imprint,印记；痕迹；特征；版本说明；加特征；刻上记号
5727,imprison,监禁；关押；使…下狱
5728,imprisonment,监禁，关押；坐牢；下狱
5729,impromptu,即兴曲；即席演出；即席地；即席的
5730,improper,不正确的，错误的；不适当的；不合礼仪的
5731,improve,改善，增进；提高…的价值
5732,improvement,改进，改善；提高
5733,improvise,即兴创作；即兴表演；临时做；临时提供
5734,imprudent,轻率的，鲁莽的；不小心的
5735,impulse,冲动；[电子] 脉冲；刺激；神经冲动；推动力；推动
5736,impulsive,冲动的；受感情驱使的；任性的
5737,impure,不纯的；肮脏的；道德败坏的
5738,in,按照（表示方式）；从事于；在…之内；进入；当选；（服装等）时髦；在屋里；在里面的；时髦的；执政者；门路；知情者
5739,inability,无能力；无才能
5740,inaccessible,难达到的；难接近的；难见到的
5741,inaction,不活动；迟钝
5742,inadequacy,不适当，不充分；不完全；不十分
5743,inadequate,不充分的，不适当的
5744,inadvertent,疏忽的；不注意的（副词inadvertently）；无意中做的
5745,inappropriate,不适当的；不相称的
5746,inarticulate,口齿不清的；说不出话的；[无脊椎] 无关节的
5747,inaugural,开始的；开幕的；就任的，就职的；就职演讲；开幕辞
5748,inaugurate,创新；开辟；开创；举行开幕典礼；举行就职典礼
5749,inborn,天生的；先天的
5750,inbuilt,内置的；内藏的；嵌入的
5751,incantation,咒语
5752,incapable,不能的；无能力的；不能胜任的
5753,incapacitate,使无能力；使不能；使不适于
5754,incarnate,化身的；人体化的；肉色的；体现；使…具体化；使实体化
5755,incarnation,化身；道成肉身；典型
5756,incendiary,燃烧弹；纵火犯，放火者；煽动者；煽动的；放火的，纵火的
5757,incense,向…焚香；使…发怒；香；奉承
5758,incensed,愤怒的，激怒了的；激怒（incense的过去分词）
5759,incentive,动机；刺激；激励的；刺激的
5760,inception,起初；获得学位
5761,incessant,不断的；不停的；连续的
5762,incest,乱伦；近亲通婚
5763,inch,英寸；身高；少许；使缓慢地移动
5764,incidence,发生率；影响；[光] 入射；影响范围
5765,incident,事件，事变；插曲；[光] 入射的；附带的；易发生的，伴随而来的
5766,incidental,附带的；偶然的；容易发生的；附带事件；偶然事件；杂项
5767,incidentally,顺便；偶然地；附带地
5768,incinerate,把……烧成灰；烧弃
5769,incipient,初期的；初始的；起初的；发端的
5770,incise,切；切割；雕刻
5771,incisive,深刻的；敏锐的；锋利的
5772,incite,煽动；激励；刺激
5773,inclination,倾向，爱好；斜坡
5774,incline,倾斜；倾向；易于；倾斜；斜面；斜坡
5775,include,包含，包括
5776,inclusion,包含；内含物
5777,inclusive,包括的，包含的
5778,incoherent,语无伦次的；不连贯的；不合逻辑的
5779,income,收入，收益；所得
5780,incoming,进来的，到来的； 即将就任的；进入；到来；常作 incomings 收入，收益
5781,incomparable,无比的；无可匹敌的；不能比较的；盖世无双的人
5782,incompatible,不相容的；矛盾的；不能同时成立的；互不相容的人或事物
5783,incompetent,无能力的，不胜任的；不合适的；不适当的；无力的；无能力者
5784,incomplete,不完全的；[计] 不完备的
5785,incomprehensible,费解的；不可思议的；无限的
5786,inconceivable,不可思议的；难以置信的；不能想象的；非凡的
5787,inconsistent,不一致的；前后矛盾的
5788,incontrovertible,无可争议的；无疑的；明白的
5789,inconvenience,不便；麻烦；麻烦；打扰
5790,inconvenient,不便的；打扰的
5791,incorporate,包含，吸收；体现；把……合并；合并的；一体化的；组成公司的
5792,increase,增加，增长；提高；增加，增大；繁殖
5793,increasingly,越来越多地；渐增地
5794,incredible,难以置信的，惊人的
5795,incredibly,难以置信地；非常地
5796,incredulous,怀疑的；不轻信的
5797,incriminate,控告；暗示有罪
5798,incubate,孵化；培养；温育；逐渐发展；孵育物
5799,incubation,孵化；[病毒][医] 潜伏；抱蛋
5800,incubator,[禽] 孵卵器；[儿科] 保温箱；早产儿保育器；细菌培养器
5801,inculcate,教育；谆谆教诲；教授；反覆灌输
5802,incur,招致，引发；蒙受
5803,incurable,不能治愈的；无可救药的；患不治之症者，不能治愈的人
5804,incursion,入侵；侵犯
5805,indebted,负债的；感激的；受惠的；使负债；使受恩惠（indebt的过去分词）
5806,indecent,下流的；不礼貌的；不得体的
5807,indecision,优柔寡断；犹豫不决
5808,indeed,的确；实在；真正地；甚至；真的（表示惊讶、怀疑、讽刺等）
5809,indefensible,站不住脚的；不能防卫的；无辩护余地的
5810,indefinable,难下定义的；难确定的；模糊不清的；难下定义的事物；难以确切描述的事物
5811,indefinite,不确定的；无限的；模糊的
5812,indelible,难忘的；擦不掉的
5813,indemnify,赔偿；保护；使免于受罚
5814,indemnity,补偿，赔偿；保障；赔偿物
5815,indent,定货；缩排；印凹痕；缩进；订货单；凹痕；契约
5816,independence,独立性，自立性；自主
5817,independent,独立的；单独的；无党派的；不受约束的；独立自主者；无党派者
5818,indeterminate,不确定的；模糊的；含混的
5819,index,指标；指数；索引；指针；做索引
5820,Indian,印度的；印第安人的；印第安语的；印度人；印第安人；印第安语
5821,indicate,表明；指出；预示；象征
5822,indication,指示，指出；迹象；象征
5823,indicative,象征的；指示的；表示…的；陈述语气；陈述语气的动词形式
5824,indicator,指示器；[试剂] 指示剂；[计] 指示符；压力计
5825,indict,控告，起诉；[法] 揭发
5826,indifference,漠不关心；冷淡；不重视；中立
5827,indifferent,漠不关心的；无关紧要的；中性的，中立的
5828,indigenous,本土的；土著的；国产的；固有的
5829,indigestion,消化不良；不消化
5830,indignant,愤愤不平的；义愤的
5831,indignation,愤慨；愤怒；义愤
5832,indignity,侮辱；轻蔑；有伤尊严；无礼举动
5833,indigo,靛蓝，靛蓝染料；靛蓝色；槐蓝属植物；靛蓝色的
5834,indirect,间接的；迂回的；非直截了当的
5835,indiscreet,轻率的；不慎重的
5836,indiscriminate,任意的；无差别的；不分皂白的
5837,indispensable,不可缺少的；绝对必要的；责无旁贷的；不可缺少之物；必不可少的人
5838,indisposed,不舒服的；不愿意的；不合适的；使厌恶，使不适当，使不能（indispose的过去式）
5839,indisputable,明白的；无争论之余地的
5840,indistinguishable,不能区别的，不能辨别的；不易察觉的
5841,individual,个人的；个别的；独特的；个人，个体
5842,individualism,个人主义；利己主义；个人特征
5843,individuality,个性；个人；个人特征；个人的嗜好（通常复数）
5844,indoctrinate,灌输；教导
5845,indolent,懒惰的；无痛的
5846,indoor,室内的，户内的
5847,indoors,在室内，在户内
5848,indubitable,不容置疑的；明确的
5849,induce,诱导；引起；引诱；感应
5850,inducement,诱因，刺激物
5851,induct,引导；感应；使…就职；征召入伍
5852,induction,[电磁] 感应；归纳法；感应现象；入门培训，入职仪式，就职；诱导
5853,indulgent,放纵的；宽容的；任性的
5854,industrial,工业的，产业的；从事工业的；供工业用的；来自勤劳的；工业股票；工业工人
5855,industrialise,使工业化（等于industrialize）
5856,industrialist,实业家；工业家；产业工人
5857,industrious,勤勉的
5858,industry,产业；工业；勤勉
5859,ineffective,无效的，失效的；不起作用的
5860,ineffectual,无效的，不起作用的；徒劳无益的；无用的人；无一技之长者
5861,inefficient,无效率的，效率低的；无能的
5862,ineluctable,不可避免的；无法逃避的
5863,inept,笨拙的；不适当的
5864,inequality,不平等；不同；不平均
5865,inert,[化学] 惰性的；呆滞的；迟缓的；无效的
5866,inertia,[力] 惯性；惰性，迟钝；不活动
5867,inescapable,不可避免的；逃脱不了的
5868,inestimable,无价的；难以估计的
5869,inevitable,必然的，不可避免的
5870,inexact,不精确的；不严格的；不正确的
5871,inexhaustible,用不完的；不知疲倦的
5872,inexorable,无情的；不屈不挠的；不可阻挡的；无法改变的
5873,inexperienced,无经验的；不熟练的
5874,inexplicable,费解的；无法说明的；不能解释的
5875,infallible,绝对可靠的；绝无错误的；永远正确的人；绝无谬误的事物
5876,infamous,声名狼藉的；无耻的；邪恶的；不名誉的
5877,infancy,初期；婴儿期；幼年
5878,infant,婴儿；幼儿；未成年人；婴儿的；幼稚的；初期的；未成年的
5879,infantile,婴儿的；幼稚的；初期的
5880,infantry,步兵；步兵团
5881,infatuated,入迷的；昏头昏脑的；迷恋；使糊涂（infatuate的过去分词）
5882,infatuation,迷恋；醉心
5883,infect,感染，传染
5884,infection,感染；传染；影响；传染病
5885,infectious,传染的；传染性的；易传染的
5886,infer,推断；推论
5887,inference,推理；推论；推断
5888,inferior,差的；自卑的；下级的，下等的；下级；次品
5889,infernal,地狱的；恶魔的；可憎的
5890,infertile,不肥沃的；不毛的；不结果实的；不能生殖的
5891,infest,骚扰；寄生于；大批出没；大批滋生
5892,infidelity,无信仰，不信神；背信
5893,infighting,暗斗；混战；接近战；暗斗（infight的ing形式）；近击
5894,infiltrate,使潜入；使渗入，使浸润；渗透物
5895,infinite,无限的，无穷的；无数的；极大的；无限；[数] 无穷大；无限的东西（如空间，时间）
5896,infinitive,原形，原形动词，不定式；原形的，不定式的
5897,infinity,无穷；无限大；无限距
5898,infirm,衰弱的；意志薄弱的；不坚固的
5899,infirmary,医务室；医院；养老院
5900,infirmity,虚弱；疾病；衰弱；缺点
5901,inflame,激怒；使燃烧；使发炎
5902,inflamed,发炎的；红肿的；使发炎（inflame的过去分词）；使燃烧；使火红；激起
5903,inflammable,易燃的；易怒的；易激动的；易燃物
5904,inflammation,[病理] 炎症；[医] 发炎；燃烧；发火
5905,inflammatory,炎症性的；煽动性的；激动的
5906,inflate,使充气；使通货膨胀
5907,inflation,膨胀；通货膨胀；夸张；自命不凡
5908,inflection,弯曲，变形；音调变化
5909,inflexible,顽固的；不可弯曲的；不屈挠的；不能转变的
5910,inflict,造成；使遭受（损伤、痛苦等）；给予（打击等）
5911,inflow,流入；流入物；岭量；流入；货币回笼
5912,influence,影响；势力；感化；有影响的人或事；影响；改变
5913,influential,有影响的；有势力的；有影响力的人物
5914,influenza,[内科] 流行性感冒（简写flu）；家畜流行性感冒
5915,influx,流入；汇集；河流的汇集处
5916,inform,通知；告诉；报告
5917,informal,非正式的；不拘礼节的；随便的；通俗的；日常使用的
5918,informant,被调查者；告密者；提供消息者
5919,information,信息，资料；知识；情报；通知
5920,informative,教育性的，有益的；情报的；见闻广博的
5921,informed,消息灵通的；见多识广的；通知；使了解；提供资料（inform的过去分词）
5922,informer,告密者；通知者；控告人
5923,infrared,红外线；红外线的
5924,infrastructure,基础设施；公共建设；下部构造
5925,infringe,侵犯；违反；破坏
5926,infuriate,激怒；使大怒；狂怒的
5927,infuse,灌输；使充满；浸渍
5928,ingenious,有独创性的；机灵的，精制的；心灵手巧的
5929,ingenuous,天真的；坦白的；正直的；朴实的
5930,inglorious,可耻的；不名誉的；不体面的
5931,ingrained,根深蒂固的；彻头彻尾的；生染的；使根深蒂固（ingrain的过去分词形式）；生染；就原料染色
5932,ingratiate,使迎合；使讨好；使逢迎
5933,ingratiating,逢迎的，讨好的；迷人的，吸引人的
5934,ingredient,原料；要素；组成部分；构成组成部分的
5935,inhabit,栖息；居住于；占据
5936,inhabitable,适于居住的；可居住的，可栖居的
5937,inhabitant,居民；居住者
5938,inhale,吸入；猛吃猛喝
5939,inherent,固有的；内在的；与生俱来的，遗传的
5940,inherit,继承；遗传而得
5941,inheritance,继承；遗传；遗产
5942,inhibit,抑制；禁止
5943,inhuman,残忍的；野蛮的；无人性的
5944,inhumane,残忍的；无人情味的
5945,inhumanity,不人道，无人性；残暴
5946,inimitable,独特的；无比的；无法仿效的
5947,initial,最初的；字首的；用姓名的首字母签名；词首大写字母
5948,initially,最初，首先；开头
5949,initiate,开始，创始；发起；使初步了解；开始；新加入者，接受初步知识者；新加入的；接受初步知识的
5950,initiative,主动权；首创精神；主动的；自发的；起始的
5951,inject,注入；注射
5952,injection,注射；注射剂；充血；射入轨道
5953,injunction,[管理] 禁令；命令；劝告
5954,injure,伤害，损害
5955,injurious,有害的；诽谤的
5956,injustice,不公正；不讲道义
5957,ink,签署；涂墨水于；墨水，墨汁；油墨
5958,inkling,暗示；略知；模糊概念；暗示 （inkle的ing形式）；略知；低声说出
5959,inlaid,镶嵌的；嵌入的；镶饰的；把…镶入；用镶嵌物装饰（inlay的过去分词形式）
5960,inland,内地；内陆；内陆的；内地的；国内的；在内地；向内地；向内陆；在内陆
5961,inlet,入口，进口；插入物；水湾；引进; 嵌入; 插入;
5962,inmate,(尤指)同院病人；同狱犯人；同被(收容所)收容者
5963,inmost,心底的，内心深处的；最深的
5964,inn,客栈；旅馆；住旅馆
5965,innate,先天的；固有的；与生俱来的
5966,inner,内部的；内心的；精神的；内部
5967,innkeeper,客栈老板；旅馆主人
5968,innocence,清白，无罪；天真无邪
5969,innocent,无辜的；无罪的；无知的；天真的人；笨蛋
5970,innovate,创新；改革；革新
5971,innovation,创新，革新；新方法
5972,innumerable,无数的，数不清的
5973,inoculate,[医] 接种；嫁接；灌输
5974,inoffensive,不触犯人的；无害的；没恶意的
5975,inordinate,过度的；无节制的；紊乱的
5976,input,投入；输入电路；[自][电子] 输入；将…输入电脑
5977,inquest,审讯；验尸；讯问
5978,inquire,询问；查究；问明
5979,inquiring,询问的；打听的；爱追究的；调查（inquire的ing形式）；打听
5980,inquiry,探究；调查；质询
5981,inquisition,调查；宗教法庭；审讯
5982,inquisitive,好奇的；好问的，爱打听的
5983,insane,疯狂的；精神病的；极愚蠢的
5984,insanity,疯狂；精神错乱；精神病；愚顽
5985,insatiable,贪得无厌的；不知足的
5986,inscribe,题写；题献；铭记；雕
5987,inscription,题词；铭文；刻印
5988,insect,昆虫；卑鄙的人
5989,insecticide,杀虫剂
5990,insensibility,不关心，不在乎；无感觉
5991,insensitive,感觉迟钝的，对…没有感觉的
5992,inseparable,[数] 不可分割的；不能分离的；不可分离的事物；形影不离的朋友
5993,insert,插入；嵌入；插入物；管芯；镶块；[机械]刀片
5994,inset,插图，插页；插入物；嵌入；插入
5995,inside,里面；内部；内情；内脏；里面的；内部的；秘密的；在里面；少于；在…之内
5996,insider,内部的人，会员；熟悉内情者
5997,insidious,阴险的；隐伏的；暗中为害的；狡猾的
5998,insight,洞察力；洞悉
5999,insignificant,无关紧要的
6000,insincere,不诚实的；虚假的
6001,insinuate,暗示；使逐渐而巧妙地取得；使迂回地潜入
6002,insipid,清淡的；无趣的
6003,insist,坚持，强调
6004,insistent,坚持的；迫切的；显著的；引人注目的；紧急的
6005,insofar,在…的范围；在…情况下
6006,insolent,无礼的；傲慢的；粗野的；无耻的
6007,insoluble,不能解决的；[化学] 不能溶解的；难以解释的
6008,insomnia,失眠症，失眠
6009,insomniac,失眠症患者
6010,insomuch,就此程度而言；由于
6011,inspect,检查；视察；检阅
6012,inspection,视察，检查
6013,inspector,检查员；巡视员
6014,inspiration,灵感；鼓舞；吸气；妙计
6015,inspire,激发；鼓舞；启示；产生；使生灵感
6016,inspiring,鼓舞人心的；灌输的；启发灵感的；鼓舞；激发；使感悟（inspire的ing形式）
6017,install,安装；任命；安顿
6018,installation,安装，装置；就职
6019,instalment,分期付款；装设；就职
6020,instance,实例；情况；建议；举为例
6021,instant,立即的；紧急的；紧迫的；瞬间；立即；片刻
6022,instantaneous,瞬间的；即时的；猝发的
6023,instantly,立即地；马上地；即刻地；一…就…
6024,instead,代替；反而；相反
6025,instep,脚背；背部；脚背形的东西
6026,instigate,唆使；煽动；教唆；怂恿
6027,instil,逐渐灌输；使渗透；滴注
6028,instinct,本能，直觉；天性；充满着的
6029,institute,开始（调查）；制定；创立；提起（诉讼）；学会，协会；学院
6030,institution,制度；建立；（社会或宗教等）公共机构；习俗
6031,institutional,制度的；制度上的
6032,instruct,指导；通知；命令；教授
6033,instruction,指令，命令；指示；教导；用法说明
6034,instructive,有益的；教育性的
6035,instructor,指导书；教员；指导者
6036,instrument,仪器；工具；乐器；手段；器械
6037,instrumental,乐器的；有帮助的；仪器的，器械的；器乐曲；工具字，工具格
6038,insufficient,不足；缺乏；不足的，不充足的；不胜任的；缺乏能力的
6039,insular,孤立的；与世隔绝的；海岛的；岛民的
6040,insulate,隔离，使孤立；使绝缘，使隔热
6041,insulation,绝缘；隔离，孤立
6042,insulator,[物] 绝缘体；从事绝缘工作的工人
6043,insult,侮辱；辱骂；损害；侮辱；凌辱；无礼
6044,insulting,侮辱的，无礼的；污蔑的；损害人体的；侮辱；损害（insult的ing形式）
6045,insuperable,不能克服的；无敌的
6046,insurance,保险；保险费；保险契约；赔偿金
6047,insure,确保，保证；给…保险
6048,insured,被保险人；已投保的；确保；给…保险（insure的过去式和过去分词）
6049,insurer,保险公司；承保人
6050,insurgent,叛乱的；起义的；叛乱者；起义者
6051,insurmountable,不能克服的；不能超越的；难以对付的
6052,insurrection,暴动；叛乱
6053,intact,完整的；原封不动的；未受损伤的
6054,intake,摄取量；通风口；引入口；引入的量
6055,intangible,无形的，触摸不到的；难以理解的
6056,integer,[数] 整数；整体；完整的事物
6057,integral,积分的；完整的，整体的；构成整体所必须的；积分；部分；完整
6058,integrate,使…完整；使…成整体；求…的积分；表示…的总和；整合的；完全的；一体化；集成体
6059,integrity,完整；正直；诚实；廉正
6060,intellect,智力，理解力；知识分子；思维逻辑领悟力；智力高的人
6061,intellectual,智力的；聪明的；理智的；知识分子；凭理智做事者
6062,intelligence,智力；情报工作；情报机关；理解力；才智，智慧；天分
6063,intelligent,智能的；聪明的；理解力强的
6064,intelligible,可理解的；明了的；仅能用智力了解的
6065,intense,强烈的；紧张的；非常的；热情的
6066,intensify,增强，强化；变激烈
6067,intensity,强度；强烈；[电子] 亮度；紧张
6068,intensive,加强的；集中的；透彻的；加强语气的；加强器
6069,intent,意图；目的；含义；专心的；急切的；坚决的
6070,intention,意图；目的；意向；愈合
6071,intentional,故意的；蓄意的；策划的
6072,interact,互相影响；互相作用；幕间剧；幕间休息
6073,interaction,相互作用；[数] 交互作用
6074,interactive,交互式的；相互作用的
6075,intercept,拦截；截断；窃听；拦截；[数] 截距；截获的情报
6076,intercession,调解；说情；仲裁
6077,interchange,（指两人等）交换；互换；互换；立体交叉道
6078,intercom,对讲机；内部通话装置
6079,intercontinental,洲际的；大陆间的
6080,intercourse,性交；交往；交流
6081,interdependent,相互依赖的；互助的
6082,interest,兴趣，爱好；利息；趣味；同行；使……感兴趣；引起……的关心；使……参与
6083,interested,感兴趣的；有权益的；有成见的；使…感兴趣（interest的过去分词）
6084,interesting,有趣的；引起兴趣的，令人关注的
6085,interface,界面；<计>接口；交界面；（使通过界面或接口）接合，连接；[计算机]使联系
6086,interfere,干涉；妨碍；打扰
6087,interference,干扰，冲突；干涉
6088,interim,临时的，暂时的；中间的；间歇的；过渡时期，中间时期；暂定
6089,interior,内部；本质；内部的；国内的；本质的
6090,interject,突然插入；插嘴
6091,interjection,[语] 感叹词；插入语；突然的发声
6092,interlock,[计] 互锁；连锁
6093,interlocutor,对话者；谈话者
6094,interloper,闯入者；（为私利）干涉他人事务者；无执照营业者
6095,interlude,插曲；穿插；幕间节目；[数] 插算；使中断
6096,intermediary,中间的；媒介的；中途的；中间人；仲裁者；调解者；媒介物
6097,intermediate,起媒介作用；中间的，中级的；[化学] 中间物；媒介
6098,interment,葬礼；埋葬
6099,interminable,冗长的；无止尽的
6100,intermingle,使混合；使搀和
6101,intermittent,间歇的；断断续续的；间歇性
6102,intern,实习生，实习医师；拘留，软禁
6103,internal,内部的；内在的；国内的
6104,international,国际组织；国际体育比赛；外国居留者；国际股票；国际的；两国（或以上）国家的；超越国界的；国际关系的；世界的
6105,Internet,因特网
6106,interpersonal,人际的；人与人之间的
6107,interplay,相互影响，相互作用
6108,interpose,提出（异议等）；使插入；使干涉
6109,interpret,说明；口译
6110,interpretation,解释；翻译；演出
6111,interpreter,解释者；口译者；注释器
6112,interrogate,审问；质问；[计] 询问
6113,interrupt,中断；打断；插嘴；妨碍；中断
6114,intersect,相交，交叉
6115,intersection,交叉；十字路口；交集；交叉点
6116,intersperse,点缀；散布
6117,interval,间隔；间距；幕间休息
6118,intervene,干涉；调停；插入
6119,intervention,介入；调停；妨碍
6120,interventionist,干涉主义的；干涉主义者
6121,interview,接见，采访；面试，面谈；采访；接见；对…进行面谈；对某人进行面试
6122,interviewee,被接见者；被访问者
6123,interviewer,采访者；会见者；面谈者；进行面试者
6124,intestinal,肠的
6125,intestine,内部的；国内的；肠
6126,intimacy,性行为；亲密；亲昵行为；隐私
6127,intimate,亲密的；私人的；精通的；有性关系的；知己；至交；暗示；通知；宣布
6128,into,到…里；深入…之中；成为…状况；进入到…之内；(Into)人名；(芬、英)因托
6129,intolerable,无法忍受的；难耐的
6130,intolerant,无法忍受的；偏狭的
6131,intonation,声调，语调；语音的抑扬
6132,intoxicant,使醉的，醉人的；使醉的东西
6133,intoxicate,使陶醉；使喝醉；使中毒
6134,intractable,棘手的；难治的；倔强的；不听话的
6135,intransigent,不妥协的；不让步的；不妥协的人
6136,intransitive,不及物的；不及物动词
6137,intrepid,无畏的；勇敢的；勇猛的
6138,intricate,复杂的；错综的，缠结的
6139,intrigue,阴谋；诡计；复杂的事；私通；用诡计取得；激起的兴趣
6140,intriguing,有趣的；迷人的；引起…的兴趣；策划阴谋；私通（intrigue的ing形式）
6141,intrinsic,本质的，固有的
6142,introduce,介绍；引进；提出；采用
6143,introduction,介绍；引进；采用；入门；传入
6144,introductory,引导的，介绍的；开端的
6145,introspection,内省；反省
6146,introvert,使内向；使内倾；使内弯；内向的人；内翻的东西
6147,intrude,把…强加；把…硬挤
6148,intruder,侵入者；干扰者；妨碍者
6149,intrusive,侵入的；打扰的
6150,intuition,直觉；直觉力；直觉的知识
6151,intuitive,直觉的；凭直觉获知的
6152,inundate,淹没；泛滥；浸水；（洪水般的）扑来
