序号,核心词汇,简要解释
4727,transmission,传送；传动；发射
4728,transmit,传送，传达；发射
4729,transparent,透明的；易识破的
4730,transport,运输
4731,transportation,运输，运送，客运
4732,trap,陷阱；诡计；诱骗
4733,tray,(浅)盘，托盘，碟
4734,treasure,财富；珍宝；珍视
4735,treat,对待；处理；款待
4736,treatment,待遇；治疗，疗法
4737,treaty,条约；协议，协定
4738,tremble,发抖，哆嗦；摇动
4739,tremendous,极大的，非常的
4740,trend,伸向；倾向；倾向
4741,trial,试，试验；审判
4742,triangle,三角(形)
4743,trick,诡计；窍门；哄骗
4744,trim,整齐的；使整齐
4745,triumph,凯旋；胜利；成功
4746,troop,军队；一群，大量
4747,tropical,热带的
4748,troublesome,令人烦恼的；麻烦的
4749,trumpet,喇叭，小号
4750,trunk,树干；大衣箱，皮箱
4751,trust,信任；相信；委托
4752,truth,真理；真实；真实性
4753,tube,管；电子管，显像管
4754,tune,调子；和谐；调谐
4755,tunnel,隧道，坑道，地道
4756,turbine,叶轮机，汽轮机
4757,twin,孪生的；孪生儿
4758,twist,捻；拧；扭弯
4759,type,型，类型；打字
4760,typewriter,打字机
4761,typical,典型的，代表性的
4762,typist,打字员
4763,tyre,轮胎，车胎
4764,ultimate,最后的，最终的
4765,unconscious,不省人事的
4766,uncover,揭开…的盖子
4767,undergo,经历，经受，忍受
4768,undergraduate,大学在校生
4769,underline,划线于…之下
4770,underneath,在下面，在底下
4771,undertake,从事；承担；保证
4772,undo,解开，打开；取消
4773,undoubtedly,无容置疑，肯定地
4774,uneasy,心神不安的，忧虑的
4775,unexpected,想不到的，意外的
4776,uniform,一样的；制服
4777,union,联合；团结；协会
4778,unique,唯一的，独一无二的
4779,unit,单位；单元；部件
4780,unite,联合；使联合
4781,unity,单一；统一；团结
4782,universal,宇宙的；普遍的
4783,unknown,不知道的；未知的
4784,unless,除非，如果不
4785,unlike,不同的；不象…
4786,unlikely,未必的，未必可能的
4787,unload,卸(货)；卸货
4788,upper,上面的；地位较高的
4789,upright,垂直的；正直的
4790,upset,弄翻，打翻，倾覆
4791,upward,向上的，上升的
4792,urban,"a.；都市的,住在都市的"
4793,urge,推进；催促；冲动
4794,urgent,紧急的；强求的
4795,usage,使用，对待；惯用法
4796,utility,效用，有用，实用
4797,utilize,利用
4798,utmost,最远的；极限
4799,utter,完全的，彻底的
4800,vacant,空的；未被占用的
4801,vacuum,真空；真空吸尘器
4802,vague,模糊的，含糊的
4803,vain,徒劳的；自负的
4804,valid,有效的；正当的
4805,value,价值；价格；评价
4806,van,大篷车，运货车
4807,vanish,突然不见，消失
4808,vapour,汽，蒸气
4809,variable,易变的；变量
4810,variation,变化，变动；变异
4811,variety,多样化；种类；变种
4812,various,各种各样的，不同的
4813,vary,改变；使多样化
4814,vast,巨大的；大量的
4815,vehicle,车辆，机动车
4816,velocity,速度，速率
4817,venture,冒险；敢于
4818,verify,证实，查证；证明
4819,version,译文；说法；改写本
4820,vertical,垂直的，竖式的
4821,vessel,容器；船，飞船；管
4822,veteran,老兵，老手
4823,via,经过；通过
4824,vibrate,使颤动；颤动
4825,vice,罪恶；恶习；缺点
4826,vigorous,朝气蓬勃的
4827,vinegar,醋
4828,violent,猛烈的；狂暴的
4829,violet,紫罗兰
4830,virtually,实际上，事实上
4831,virtue,善；美德；优点
4832,visible,可见的，看得见的
4833,vision,视；想象力；梦幻
4834,visual,看的；看得见的
4835,vital,生命的；有生命力的
4836,vitamin,维生素，维他命
4837,vivid,鲜艳的；生动的
4838,volcano,火山
4839,volt,伏特，伏
4840,voltage,电压
4841,volume,卷，册；容积；音量
4842,voluntary,自愿的，志愿的
4843,voyage,航海，航空；字
4844,wage,开展(运动)
4845,waggon,四轮运货马车
4846,waken,醒来；弄醒
4847,wander,漫游；迷路；离题
4848,want,需要；缺乏
4849,warmth,暖和，温暖；热烈
4850,water,水；使湿，灌溉
4851,waterproof,不透水的，防水的
4852,wave,波；波涛；波动
4853,wax,蜡，蜂蜡
4854,weaken,削弱；变弱
4855,weakness,虚弱，软弱；弱点
4856,wear,磨损
4857,weave,织，编；纺织
4858,weed,杂草，野草；除草
4859,weep,哭泣，流泪
4860,weld,焊接，熔接
4861,welfare,幸福，福利
4862,wheat,小麦
4863,wheel,轮，车轮
4864,whilst,当…的时候
4865,whip,鞭笞；搅打；鞭子
4866,whisper,低声地讲；低语
4867,whistle,口哨；吹口哨
4868,wholly,完全地，全部
4869,wicked,坏的；令人厌恶的
4870,widen,加宽；变宽
4871,widow,寡妇
4872,width,宽阔，广阔；宽度
4873,willing,愿意的，心甘情愿的
4874,wind,绕，缠绕；卷曲
4875,wing,翼，翅膀，翅
4876,wire,金属线；电缆；电信
4877,wit,智力，才智，智能
4878,withdraw,收回；撤回vi撤退
4879,withstand,抵挡，反抗
4880,witness,证据；证人；目击
4881,wooden,木制的；呆板的
4882,wool,羊毛；毛线，绒线
4883,workman,工人，劳动者，工匠
4884,workshop,车间，工场；创作室
4885,worm,虫，蠕虫
4886,worship,礼拜；崇拜；崇拜
4887,worst,最坏的；最坏地
4888,worth,值…的；价值
4889,worthless,无价值的，无用的
4890,worthwhile,值得花时间的
4891,worthy,有价值的；值得的
4892,wound,创伤，伤；使受伤
4893,wrap,裹，包，捆；披肩
4894,wreck,失事；残骸；破坏
4895,wrist,腕，腕关节
4896,yard,院子，庭院；场地
4897,yawn,打呵欠；呵欠
4898,yearly,每年的；一年一度
4899,yield,出产；产量
4900,youth,青春；青年们；青年
4901,zone,地区，区域，范围
4902,cancel,取消， 撤销； 删去
4903,explosive,爆炸的； 极易引起争论的；炸药
4904,numerous,众多的
4905,govern,居支配地位， 占优势；统治，治理，支配
4906,analyse,分析； 分解； 解析
4907,discourage,使泄气， 使灰心； 阻止， 劝阻
4908,resemble,像， 类似于
4909,remote,遥远的； 偏僻的； 关系疏远的； 脱离的； 微乎其微的； 孤高的， 冷淡的； 遥控的
4910,salary,薪金， 薪水
4911,pollution,污染， 污染物
4912,pretend,装作， 假装
4913,kettle,水壶
4914,wreck,失事；残骸；精神或身体已垮的人；破坏
4915,drunk,醉的； 陶醉的
4916,calculate,计算； 估计； 计划
4917,persistent,坚持的， 不屈不挠的； 持续不断的； 反复出现的
4918,sake,缘故， 理由
4919,conceal,把…隐藏起来， 掩盖， 隐瞒
4920,audience,听众， 观众， 读者
4921,meanwhile,与此同时
4922,possess,占用， 拥有
4923,competent,有能力的， 能胜任的
4924,investment,投资， 投资额； 投入
4925,neutral,中立的； 中性的
4926,scratch,抓，搔，扒；刮，擦；刻出；抓痕， 划痕； 抓， 搔， 刮
4927,optional,可以任选的
4928,require,需要； 要求； 命令
4929,circular,圆的；循环的；兜圈子的；通知， 通告
4930,analysis,分析， 分析报告； 分解； 解析
4931,click,发出咔嗒声；点击；咔嗒声
4932,fashionable,流行的， 时髦的
4933,devise,设计， 发明
4934,apparent,表面上的， 明显的
4935,journalist,新闻工作者， 新闻记者
4936,exposure,暴露， 揭露； 曝光
4937,temper,韧度；心情，情绪；调和， 使缓和； 【冶】使回火
4938,protective,保护的， 防护的
4939,sideways,从一边， 向一边； 在一边； 斜着， 侧身
4940,multicultural,融合多种文化的
4941,object,反对， 不赞成；实物， 物体； 目的， 目标； 对象， 客体； 宾语
4942,humble,谦逊的； 地位低下的； 简陋的
4943,chapter,章， 回， 篇
4944,harbour,海港，港口；庇护； 心怀
4945,independent,独立的， 自主的； 无偏见的； 不相关联的
4946,carriage,客车厢， 四轮马车
4947,cliff,悬崖， 峭壁
4948,infinite,无限的； 无穷的
4949,concede,承认， 承认…为真； 承认失败； 允许， 让予； 让步， 认输
4950,elect,选举， 推选； 选择
4951,weekly,每周；每周的
4952,result,发生； 结果；结果；成果；比分
4953,golf,高尔夫球运动
4954,selfish,自私的， 利己的
4955,sexism,性别偏见， 性别歧视
4956,commission,委任状；委员会；佣金，回扣；授权，委托；委任， 委托
4957,headline,大字标题； 新闻提要
4958,connect,连接， 结合， 联系； 给…接通电话
4959,rational,理性的， 理智的； 合理的
4960,policy,政策， 方针； 保险单
4961,editorial,编辑的，主笔的，编者的；社论的，社论式的；社论， 重要评论
4962,resume,重新开始， 继续， 恢复；摘要， 概要； 简历
4963,rebuild,重建， 改造； 复原
4964,committee,委员会， 全体委员
4965,namely,即， 也就是
4966,artistic,艺术的， 艺术家的； 富有艺术性的， 精美的； 精彩的
4967,union,工会， 联盟； 联合， 团结； 一致
4968,plentiful,丰富的， 充足的； 大量的
4969,halt,停止，立定；停住
4970,component,组成的， 构成的；组成部分，部件，组件
4971,consultant,顾问； 会诊医师， 专科医生
4972,sunset,日落； 晚霞
4973,obvious,明显的
4974,illustration,说明， 图解， 例证
4975,disguise,假扮，化装，伪装；掩盖，掩饰；用来伪装的东西； 伪装， 掩饰
4976,wrap,裹，包，捆；披肩
4977,surgery,外科， 外科手术； 手术室
4978,liberal,心胸宽大的， 慷慨的； 自由的， 自由主义的
4979,violent,暴力引起的， 暴力的； 猛烈的， 剧烈的
4980,harmony,调和， 协调， 和谐
4981,resolve,解决， 解答； 决定， 决意
4982,chill,变冷，感到冷；寒冷， 寒气； 风寒， 寒战
4983,confront,迎面遇到， 遭遇； 勇敢地面对， 正视； 使对质， 使当面对证
4984,dominate,拥有优势；在…中占首要地位；支配，统治，控制；耸立于，俯视
4985,imitate,模仿， 仿效， 仿制
4986,faithful,忠诚的； 如实的； 尽职的
4987,reproduce,复制， 再现； 繁殖， 生殖
4988,institution,协会； 制度， 习俗
4989,pad,垫，衬垫；便笺本；发射台，直升机起落场；填塞
4990,provocation,激怒， 刺激； 挑衅， 挑拨
4991,ambition,雄心， 抱负； 野心； 期望得到的东西
4992,scholarship,奖学金； 学问， 学识
4993,exceed,超过， 胜过， 超出
4994,besides,而且；除…之外
4995,preposition,介词
4996,enlarge,扩大， 扩展， 放大
4997,implement,工具， 器具， 用具；使生效， 履行， 实施
4998,export,输出， 出口；输出， 出口； 输出品， 出口额
4999,Christ,基督， 救世主
5000,murder,谋杀，凶杀；谋杀罪；谋杀；杀害
5001,pat,非常恰当的， 适时的；轻拍
5002,fantasy,想象， 幻想； 想象的产物
5003,horsepower,马力
5004,visibility,可见度， 能见度； 可见性， 明显性
5005,invitation,邀请， 招待； 请柬； 吸引， 诱惑
5006,paw,用爪子抓， 用蹄扒； 翻找；爪子
5007,enormous,巨大的， 庞大的
5008,moisture,潮湿， 湿气
5009,toast,烤面包；祝酒，祝酒词；烘， 烤； 向…祝酒， 为…干杯
5010,frustrate,使沮丧， 使灰心； 挫败， 使受挫折
5011,external,外部的， 外面的
5012,aside,在旁边， 到旁边
5013,circumstance,情况， 条件； 境遇， 境况； 经济情况
5014,revise,修订， 修改； 复习
5015,authority,官方； 权力； 当权者， 行政管理机构； 权威， 专家
5016,creature,创造物， 产物； 生物， 动物， 家畜
5017,harm,伤害， 损害
5018,semiconductor,半导体
5019,rope,绳，索；用绳捆
5020,provided,假如， 若是
5021,instrument,仪器， 工具； 乐器
5022,gasoline,汽油
5023,indispensable,必不可少的， 必需的
5024,medium,中等的；媒体；媒介物，传导体
5025,lens,透镜， 镜片， 镜头
5026,wisdom,智慧， 才智； 名言
5027,fatal,致命的， 命运的； 重大的， 决定性的
5028,nowhere,任何地方都不
5029,motive,动机， 目的
5030,romantic,浪漫的； 多情的； 有浪漫色彩的， 传奇性的； 不切实际的， 空想的
5031,motivate,作为…的动机； 激励， 激发
5032,spoil,损坏，糟蹋；宠坏，溺爱；变质；战利品， 掠夺物
5033,airline,航空公司； 航线
5034,multiply,增加， 繁殖； 乘
5035,ridge,脊， 山脊； 垄， 埂， 脊状突起
5036,pilot,试验性的， 试点的；引航员；飞行员；驾驶；为引航；试验，试用
5037,umbrella,伞， 雨伞
5038,approval,赞成， 同意， 批准
5039,mobile,运动的； 流动的； 多变的
5040,perform,做， 履行， 完成； 表演， 演出； 工作情况， 表现
5041,multiple,复合的，多重的，多样的；倍数
5042,peak,达到高峰， 达到最大值；最大值的，高峰的；山顶，顶点
5043,evolution,进化， 演化， 发展
5044,portrait,肖像， 画像
5045,halfway,半路地； 在中途， 在半途；中途的；部分的；不彻底的
5046,expose,使接触； 揭露
5047,concentrate,全神贯注，全力以赴；集中，聚集；浓缩；浓缩物， 浓缩液
5048,magnet,磁铁， 磁体； 有吸引力的人或事物
5049,explosion,爆炸， 爆发， 炸裂； 激增， 扩大
5050,weld,焊接， 熔接
5051,up-to-date,直到最近的， 现代的； 跟上时代的
5052,complaint,抱怨， 怨言； 控告
5053,translation,翻译； 译文， 译本
5054,cancer,癌， 癌症； 肿瘤
5055,personnel,人员， 员工
5056,hopeless,没有希望的， 绝望的
5057,outlook,观点， 看法； 展望， 前景
5058,fountain,泉水； 喷泉； 源泉
5059,offense,犯规， 违法行为； 冒犯， 得罪
5060,breadth,宽度； 幅度， 幅面
5061,catalog,目录，目录册；一系列；将…编入目录， 将编目
5062,channel,海峡， 水道， 航道； 渠道， 途径； 频道
5063,focus,聚焦；集中；焦点； 中心
5064,invisible,看不见的， 无形的
5065,entire,全部的， 整个的
5066,pea,豌豆
5067,pill,药丸
5068,wrist,腕， 腕关节
5069,approach,向…靠近；靠近
5070,myth,杜撰出来的人； 神话
5071,flour,面粉； 粉， 粉状物质
5072,implication,含意， 暗示， 暗指； 卷入， 牵连
5073,camel,骆驼
5074,fierce,凶猛的； 狂热的
5075,bump,碰，撞；颠簸着前进；碰撞， 猛撞； 肿块； 隆起物
5076,reservation,预订； 保留； 犹豫； 保留地
5077,per,每， 每一
5078,proceed,继续进行； 行进， 前进
5079,considering,鉴于， 考虑到， 顾及
5080,corporation,公司， 企业， 社团
5081,loyalty,忠诚， 忠心
5082,bulb,电灯泡， 球状物
5083,dismiss,不再考虑； 解雇， 解散； 驳回
5084,propose,提议， 建议， 提出； 提名， 推荐； 打算， 计划； 求婚
5085,intelligence,智力； 理解力； 情报
5086,reform,改革， 改良， 改造； 改正， 改过自新
5087,draught,穿堂风，冷风；〔啤酒〕桶装的，散装的
5088,daylight,白昼， 日光， 黎明
5089,install,安装， 设置； 使就职， 任命
5090,integration,综合
5091,indication,指示， 表示， 表明； 象征， 迹象
5092,bulk,变得越来越大； 使更大；物体；体积；大批
5093,coach,长途公共汽车；教练，指导；旅客车厢；训练， 指导， 辅导
5094,despair,绝望；绝望，感到无望
5095,champion,冠军， 得胜者； 捍卫者， 拥护者
5096,gum,口香糖； 树胶
5097,circuit,电路， 线路； 环行， 巡行
5098,pine,消瘦， 衰弱； 痛苦， 悲哀； 渴望；松树，松木
5099,magnificent,宏伟的， 壮丽的； 华丽的； 极好的
5100,guy,家伙， 伙计
5101,respectively,各自地， 各个地， 分别地
5102,protection,保护， 防护
5103,pint,品脱
5104,restrict,限制， 约束， 限定
5105,instant,立即的； 紧急的； 可以速食的；瞬间
5106,conjunction,接合， 连接， 联合； 连词
5107,peer,仔细看， 费力地看；同龄人，同等地位的人；贵族
5108,orderly,整洁的； 有秩序的
5109,costly,昂贵的， 价值高的
5110,roast,烤，炙，烘；烤过的， 烘过的；烤肉
5111,violence,猛烈， 激烈； 暴力
5112,succession,连续； 一连串； 接替， 继任， 继承
5113,accordingly,因此， 所以； 照着
5114,consequence,结果， 后果； 重要， 重大
5115,product,产品， 产物； 乘积
5116,particularly,特别， 尤其
5117,dominant,占优势的， 支配的， 统治的； 居高临下的， 高耸的
5118,heading,标题， 题词， 题名； 新闻提要
5119,lover,爱好者； 情人
5120,vinegar,醋
5121,intellectual,智力的；知识分子
5122,cheat,欺骗；作弊；哄，行骗；欺骗， 欺骗行为； 骗子
5123,framework,框架， 结构； 准则； 体系
5124,undoubtedly,毋庸置疑地， 肯定地
5125,infect,传染， 感染； 影响
5126,tide,潮， 潮汐； 潮流， 趋势
5127,prohibit,禁止， 不准
5128,bacteria,细菌
5129,minor,辅修；较小的，较少的；次要的；未成年人；辅修科目
5130,arrow,箭， 箭状物； 箭头符号
5131,cop,警察
5132,fuel,加燃料； 加油；燃料，燃料剂；给…加燃料；刺激
5133,hostile,敌方的； 不友善的
5134,aeroplane,飞机
5135,manner,方式； 态度； 风度； 礼貌， 规矩
5136,employee,受雇者， 雇员， 雇工
5137,associate,结合； 交往；副的；把…联系在一起；使联合；伙伴，同事
5138,pray,祈祷， 祈求； 请求， 恳求
5139,lad,男孩， 小伙子
5140,crawl,爬， 爬行； 缓慢地行进
5141,identical,完全相同的， 同一的
5142,lag,走得慢；落后
5143,towel,毛巾， 手巾
5144,charity,救济金， 施舍物； 慈善团体， 慈善事业； 宽大， 宽容
5145,academic,学院的； 学术的； 纯理论的， 不切实际的
5146,function,运作， 运行；功能；职务，职责
5147,employer,雇佣者， 雇主
5148,pit,地洞，坑；煤矿，矿井；使有坑
5149,lap,舔； 拍打；膝部；一圈，一段
5150,mineral,矿物， 矿石， 矿物质
5151,stock,常用的， 常备的；原料，库存品；股本，公债；世系，血统；汤汁；家畜，牲畜；储备
5152,representative,有代表性的， 典型的；代表，代理人
5153,suspend,暂停， 终止； 吊， 悬
5154,pigeon,鸽子
5155,well-known,众所周知的， 著名的
5156,beneath,在下方， 在底下；在…下方；低于，次于；在…掩盖下；连…也不值得，有失…的身份
5157,terror,恐怖， 惊骇； 引起恐怖的人或事
5158,comparison,比较， 对照； 比拟， 比喻
5159,surge,蜂拥而出；洋溢，奔放；汹涌，奔腾；大浪， 波涛； 高涨； 汹涌
5160,lest,唯恐， 以免
5161,heroic,英雄的； 英勇的
5162,sway,摇，摇动；动摇；摇摆， 摇动； 起支配作用的影响
5163,basis,基础， 根据； 原则
5164,tutor,当…导师， 当…家庭教师；导师；家庭教师，私人教师
5165,senator,参议员
5166,adventure,奇遇； 冒险， 冒险活动
5167,successive,连续的， 接连的
5168,condition,状况， 状态； 环境
5169,thirsty,渴的； 渴望的
5170,ceremony,典礼， 仪式， 礼节
5171,obligation,义务， 责任
5172,improve,变得更好； 改善； 提高
5173,gym,体育馆； 健身房
5174,rarely,很少， 难得
5175,evil,坏的；邪恶，祸害
5176,governor,州长； 主管人员； 理事， 董事
5177,twist,缠绕，盘绕；转动，旋动；捻，搓；歪曲，曲解；扭歪，扭伤；曲折前进；转身；扭弯； 转折， 转变； 弯曲， 曲折处
5178,locate,探明， 找出； 把…设置在， 使…坐落于
5179,unite,联合， 统一
5180,lavatory,盥洗室， 厕所
5181,exterior,外部的；对外的；外部， 外表
5182,technique,技术， 技巧， 技能
5183,combat,战争，斗争，格斗；与…斗争， 与…战斗
5184,troop,成群结队而行；军队，部队；一群，大量
5185,scenery,风景， 景色； 舞台布景
5186,unity,单一， 统一， 团结； 和睦， 协调
5187,effective,有效的； 有影响的
5188,pursue,继续； 从事； 追赶， 追踪； 追求
5189,similarly,类似地， 相似地
5190,convey,表达， 传递； 运送， 输送
5191,muscle,肌肉， 体力； 力量， 实力
5192,design,设计；预定，指定；设计， 构想； 图样； 企图
5193,extra,特别地；额外的；特别的；额外的事物， 额外费用
5194,generous,慷慨的； 宽厚的； 大量的
5195,victim,牺牲者， 受害者
5196,possibility,可能； 可能的事
5197,lane,小路； 跑道； 航道， 航线
5198,garlic,大蒜
5199,chief,主要的，为首的；总的；首领， 长官； 酋长， 族长
5200,accord,相符合； 相一致；一致，符合；谅解，协议；使符合；使一致；调节；授予，赠与，给予
5201,aircraft,飞机， 飞行器
5202,automatic,自动的，机械的；不假思索的，无意识的；必然的，自然的；自动手枪； 有自动装置的汽车
5203,doubtful,难以预测的； 怀疑的
5204,despite,不管， 不顾
5205,opening,开首的，开始的；口子， 洞， 孔； 开始； 空缺
5206,industrial,工业的， 产业的
5207,obey,顺从， 服从
5208,conduct,举止， 行为； 指导； 管理； 实施；进行； 管理， 指挥， 引导； 传输， 传导
5209,stable,稳定的，不变的；沉稳的，持重的；厩， 马厩， 牛棚
5210,lamb,羔羊， 小羊； 羔羊肉
5211,pillow,枕头
5212,harness,治理；给上挽具；马具， 挽具
5213,fantastic,极好的， 极出色的， 了不起的； 极大的； 难以相信的； 异想天开的， 不实际的； 奇异的， 古怪的
5214,sketch,绘…的略图， 画…的素描； 概述；略图；梗概；素描，速写
5215,tidy,整洁的，整齐的；整洁， 整齐
5216,respond,回答， 答复； 作出反应， 响应
5217,incident,发生的事， 事件
5218,maintenance,维持； 保养； 抚养费
5219,marry,娶， 嫁； 为…证婚； 结婚， 结合
5220,decay,腐烂；衰败；腐烂
5221,absorb,吸收； 吸引…的注意， 使全神贯注； 把…并入， 同化
5222,supply,供给， 供应
5223,concern,关切的事，有关的事；关心，挂念；关系，关联；公司，企业；涉及， 有关； 使关心， 使担心
5224,circulate,循环， 流通； 流传， 散布， 传播
5225,liberty,自由； 许可， 准许； 过于随便， 放肆
5226,liable,易于…的； 可能的
5227,cargo,船货， 货物
5228,confidential,秘密的， 机密的； 亲信的
5229,drift,漂流，漂泊；漂流； 大意， 主旨； 趋势
5230,element,成分， 要素， 元素； 基础， 纲要； 自然力
5231,chaos,混乱， 紊乱
5232,mankind,人类
5233,abundant,丰富的， 富裕的； 大量的， 充足的
5234,pace,踱步；步，步速；速度；节奏
5235,exclaim,呼喊， 惊叫
5236,probable,很可能的， 大概的
5237,forecast,预测， 预报；预测，预报
5238,uncover,揭露， 暴露； 揭开…的盖子
5239,recognize,认出， 识别； 承认； 赏识， 表彰， 报偿
5240,pack,捆扎，把…打包；使挤在一起，塞满；包， 小盒
5241,restraint,抑制， 限制， 克制； 约束措施， 约束条件
5242,input,输入；投入的资金；输入的数据；把…输入计算机
5243,cue,暗示，信号；提示；提示； 暗示
5244,volt,伏特， 伏
5245,reality,现实， 实际； 真实
5246,stereotype,陈规，老套，固定的模式；铅版；把…浇铸成铅版； 对…形成固定看法
5247,enroll,入学，加入；招收， 吸收
5248,offend,冒犯， 伤害…的感情； 使厌恶； 违反
5249,molecule,分子
5250,resign,辞职；辞去， 放弃； 使听从， 使顺从
5251,bathe,洗澡； 游泳
5252,workman,工人， 劳动者， 工匠
5253,sophisticated,老于世故的； 高级的； 精密的， 复杂的； 高雅的
5254,sunrise,日出； 朝霞
5255,entertainment,娱乐， 文娱节目， 表演会； 招待， 款待， 请客
5256,document,公文，文件；证件；用文件等证明
5257,starve,挨饿， 饿死
5258,battery,电池， 蓄电池； 排炮， 炮组； 一系列， 一套
5259,chase,追逐， 追赶； 追求
5260,accident,意外， 事故
5261,marine,海的， 海生的； 海事的， 海军的， 海运的；海军陆战队士兵
5262,clay,黏土， 泥土； 肉体
5263,anyway,无论如何， 至少； 不论以何种方式， 无论从什么角度
5264,promote,促进， 增进， 发扬； 提升； 宣传， 推销
5265,routine,例行的， 常规的；例行公事，惯例，惯常的程序
5266,attack,攻击，打击；突然发作；攻击， 进攻
5267,humour,幽默， 诙谐， 幽默感
5268,divorce,离婚； 分离， 脱离；离婚，离异
5269,currency,通货， 货币； 通行， 流行
5270,canal,运河， 沟渠； 管
5271,attach,缚， 系， 贴； 附加； 使依恋， 使喜爱； 使附属； 认为有
5272,distribute,分发， 分送； 分布
5273,ankle,踝， 踝关节
5274,convict,证明…有罪， 宣判…有罪；囚犯
5275,legislation,法律， 法规； 立法， 法律的制定
5276,clause,条款； 从句， 分句
5277,quiz,智力竞赛，问答比赛；小测验；考查， 盘问
5278,participate,参与， 参加； 分享
5279,ingredient,组成部分， 成分； 原料； 要素， 因素
5280,surplus,过剩的， 多余的；过剩，剩余，盈余
5281,correspondence,信件， 函件； 通信， 通信联系； 符合， 一致， 相似
5282,refresh,振作精神， 恢复活力
5283,librarian,图书馆管理员
5284,intimate,亲密的；个人的；至交， 密友；暗示， 提示
5285,reporter,记者
5286,declaration,宣布， 宣告； 宣言， 声明； 申报
5287,disclose,揭示； 透露
5288,religion,宗教， 宗教信仰
5289,diagram,图解， 图表， 简图
5290,claw,抓， 撕；爪，脚爪，螯
5291,torture,拷问；折磨；拷打
5292,prayer,祷告， 祈祷； 祷文； 祈求， 祈望
5293,tragedy,悲剧， 惨事， 惨案； 悲剧艺术
5294,charm,迷人的特性，魅力；符咒，咒文；吸引， 迷住
5295,clap,拍手，轻拍；拍手， 鼓掌
5296,purple,紫的；紫色
5297,quit,停止， 放弃； 离开， 辞
5298,economical,节约的； 经济学的
5299,prosperous,繁荣的， 兴旺的
5300,polish,磨光；修改，润色，使优美；擦光剂
5301,cabinet,橱， 柜； 内阁
5302,chart,图表；航海图；用图表表示， 在图上表示
5303,optical,眼的， 光学的， 视觉的
5304,fashion,样子， 方式； 时尚； 流行款式
5305,insurance,保险， 保险费
5306,preface,序言， 前言， 引言
5307,principle,原则， 原理， 道义； 基本信念， 信条
5308,lid,盖子， 盖
5309,tedious,冗长乏味的， 沉闷的
5310,source,河的源头， 根源； 来源， 出处
5311,secure,安全的，可靠的；牢固的，稳固的；无忧虑的，安心的；得到， 获得； 使安全， 保卫； 缚牢
5312,domestic,本国的； 家庭的； 驯养的
5313,deception,欺骗； 诡计， 骗局
5314,basically,基本上， 从根本上说
5315,donation,捐款， 捐赠物； 捐赠， 赠送
5316,avenue,林荫道， 道路， 大街
5317,immense,巨大的； 极好的
5318,budget,规划，安排；编预算；低廉的， 收费公道的；预算，预算拨款
5319,given,规定的，特定的；假设的；已知的；有癖好的，有倾向的；考虑到
5320,hay,干草
5321,chest,胸腔， 胸膛； 箱子
5322,tension,紧张， 不安； 拉紧； 张力， 拉力
5323,definite,明确的， 肯定的
5324,reflection,映像， 倒影； 反射； 反映， 表达； 非议； 沉思， 反省
5325,ultimate,最后的，最终的；终极， 顶点
5326,campus,校园， 学校场地
5327,adapt,使适应； 改编
5328,solicitor,律师， 法律顾问
5329,cheerful,快乐的， 愉快的； 使人感到愉快的
5330,merit,长处，优点，价值；功劳，成绩；值得， 应受
5331,misunderstand,误解， 误会
5332,guilty,内疚的； 有罪的
5333,measure,测量，度量；衡量；分量； 尺寸； 量具； 计量单位； 量度， 测量； 措施， 办法
5334,overall,全面的， 总体的， 全部的
5335,receipt,发票， 收据； 收入， 进款； 收到， 接到
5336,assume,假定， 假设， 臆断； 承担， 担任； 呈现
5337,pepper,胡椒，胡椒粉；在…上撒； 使布满
5338,plural,复数的；复数
5339,doctoral,博士的
5340,concept,概念， 观念， 设想
5341,resistant,抵抗的， 抗…的， 耐…的
5342,effort,努力， 努力的成果
5343,video,录像的；电视的；录像
5344,disaster,灾难， 灾祸， 天灾； 彻底的失败
5345,agriculture,农业， 农学
5346,weapon,武器， 兵器
5347,grocer,食品商， 杂货商
5348,stare,盯， 凝视
5349,painful,疼痛的， 引起疼痛的； 困难的； 令人不快的
5350,vote,投票； 表决；票，选票；选举，投票，表决；表决结果，投票总数
5351,steady,稳定；稳的，平稳的；稳定的，持续的；稳固的
5352,enhance,提高， 增加， 加强
5353,enclose,围住， 圈起； 附上； 把…装入信封
5354,convention,习俗， 惯例； 公约； 会议
5355,disease,病， 疾病； 不健全； 弊端
5356,center,圆心， 正中； 中心
5357,suspicion,怀疑， 疑心， 猜疑； 一点儿， 少量
5358,purchase,买，购买；购买； 购买的物品
5359,refusal,拒绝
5360,technician,技术员， 技师
5361,generic,【生物】 属的， 类的； 一般的， 普通的
5362,genius,天才， 天赋， 天资； 天才人物
5363,alike,一样地， 相似地； 同样程度地；同样的，相同的
5364,fund,资金，基金；存款；为…提供资金
5365,gravity,重力， 引力； 严重性； 严肃， 庄重
5366,typical,典型的， 代表性的
5367,quotation,引文， 引语， 语录； 报价， 牌价， 行情
5368,finance,筹措资金；财政，金融；财源，财务情况
5369,studio,画室， 摄影室； 播音室， 录音室， 摄影棚
5370,tray,盘， 托盘， 碟
5371,downward,向下地；向下的
5372,cabbage,洋白菜， 卷心菜
5373,regulate,管理， 控制； 调整， 调节
5374,palm,手掌， 掌状物； 棕榈树
5375,hydrogen,氢
5376,infant,婴儿的； 幼稚的；婴儿
