序号,核心词汇,简要解释
3410,ascend,渐渐上升，升高；攀登， 登上
3411,provided,假如， 若是
3412,instrument,仪器， 工具； 乐器
3413,medium,中等的；媒质，媒介物；传导体
3414,indispensable,必不可少的， 必需的
3415,lens,透镜， 镜片； 镜头
3416,embody,代表， 表现， 体现； 包括； 包含； 收录
3417,fatal,致命的， 灾难性的， 毁灭性的； 重大的， 决定性的
3418,motive,动机， 目的
3419,envisage,想象， 设想
3420,wrestle,摔跤； 斗争， 搏斗
3421,motivate,作为…的动机； 激励， 激发
3422,marginal,微小的， 少量的； 不重要的； 仅以微弱多数票获胜的； 记在页边的， 有旁注的
3423,spoil,变质；损坏，糟蹋；宠坏，溺爱；战利品， 掠夺物
3424,multiply,增加， 繁殖； 乘
3425,pasture,牧草地，牧场；放牧
3426,approval,赞成， 同意； 认可， 批准
3427,mobile,运动的；流动的；多变的；移动电话
3428,multiple,复合的；多重的，多样的；倍数
3429,evolution,进化， 演化； 发展
3430,peak,达到高峰； 达到最大值；最大值的；高峰的；山顶，顶点，顶峰
3431,magnet,磁铁， 磁体； 有吸引力的人和事物
3432,concentrate,全神贯注，全力以赴；集中，聚集；浓缩；浓缩物， 浓缩液
3433,expose,使暴露， 揭露
3434,versatile,多才多艺的， 有多种技能的； 有多种用途的， 多功能的， 万用的
3435,versus,以…为对手， 对； 与…相对， 与…相比之下
3436,complaint,抱怨， 怨言； 控告
3437,permissible,可允许的， 许可的
3438,cancer,癌， 癌症， 肿瘤
3439,splash,溅，泼；溅泼声； 溅出的水； 斑点
3440,inject,注射， 给…注射； 注入， 引入， 投入
3441,romance,恋爱， 恋爱关系； 浪漫气氛， 传奇色彩； 爱情小说， 传奇故事
3442,offense,犯规， 违法行为； 冒犯， 得罪
3443,atlas,地图集
3444,invisible,看不见的， 无形的
3445,focus,聚焦；集中；焦点， 中心
3446,hamper,妨碍，束缚，限制；大篮子
3447,motel,汽车旅馆
3448,approach,向…靠近；靠近； 途径， 方式
3449,exaggeration,夸张； 夸大之词
3450,peg,小钉，栓，挂物钉；桩；用钉子钉， 用钉固定； 限定； 将…看成， 将…归入
3451,myth,杜撰出来的人； 神话
3452,decisive,决定性的； 坚定的， 果断的， 决断的
3453,concise,简明的， 简要的
3454,implication,含意， 暗示， 暗指； 卷入， 牵连
3455,thesis,论文， 毕业论文； 论题， 论点
3456,bump,碰，撞；
3457,reservation,预订； 保留； 犹豫； 居留地
3458,revive,复苏
3459,cordial,热情友好的， 热诚的
3460,timid,羞怯的， 胆小的
3461,loyalty,忠诚， 忠心
3462,dismiss,不再考虑； 解雇， 解散； 驳回
3463,underlying,在下面的； 含蓄的； 潜在的
3464,reform,改革， 改良， 改造； 改正， 改过自新
3465,install,安装， 设置； 使就职， 任命
3466,ensue,接着发生， 接踵而来， 因而产生
3467,indication,指出， 指示； 迹象， 暗示
3468,bulk,变得越来越大； 使更大；物体，体积；大批
3469,bull,公牛； 雄兽； 买进证券投机图利者， 看涨的人
3470,champion,冠军， 得胜者； 捍卫者， 拥护者
3471,ceramic,陶器的；陶瓷器
3472,queer,奇怪的， 异常的； 不舒服的， 眩晕的
3473,successor,接替的人或事物， 继任者
3474,enlightenment,启发， 开导； 开明， 文明
3475,booklet,小册子
3476,magnificent,壮丽的， 华丽的； 极好的
3477,stagger,摇晃，蹒跚；使吃惊；使错开，使交错；蹒跚， 踉跄
3478,irony,反话， 冷嘲， 嘲弄； 具有讽刺意味的事
3479,restrict,限制， 约束， 限定
3480,bandage,绷带；用绷带绑扎
3481,prevalence,流行
3482,scrap,碎片，碎屑；废金属；残羹剩饭；少量，点滴；废弃， 抛弃
3483,syndrome,综合病症， 综合症状； 一系列表现
3484,tow,拖， 拉， 牵引
3485,imperative,必要的；紧急的，极重要的；命令的；必要的事， 必须完成的事； 【语】祈使语气
3486,meadow,草地
3487,hitherto,到目前为止， 迄今
3488,energetic,精力充沛的， 充满活力的
3489,haul,拖，拉；拖运，运送；拖， 拉， 托运； 一次获得的数量
3490,avail,有帮助； 有益； 有用；效用，利益，帮助
3491,consequence,结果， 后果； 重要， 重大
3492,linear,线的， 直线的， 线状的； 长度的； 线性的
3493,robust,强壮的， 健康的
3494,dominant,占优势的， 支配的， 统治的； 居高临下的， 高耸的
3495,premier,首要的， 首位的， 首次的；总理，首相
3496,peel,剥落，脱皮；削…的皮，剥…的壳；皮， 外衣
3497,intellectual,智力的；知识分子
3498,reclaim,要回； 开垦； 回收
3499,denounce,谴责， 指责； 告发
3500,verge,接近， 濒临；边，边缘
3501,pastry,油酥面团， 酥皮糕点
3502,messenger,送信人， 信使
3503,disable,丧失能力， 伤残
3504,irrespective,不考虑的， 不顾及的
3505,entity,实体， 独立存在体， 实际存在物
3506,prohibit,禁止， 不准
3507,bacteria,细菌
3508,fuel,燃料，燃料剂；给…加燃料； 刺激
3509,hostile,敌方的， 不友善的
3510,reign,当政， 统治； 占主导地位；君主的统治，君主的统治时期
3511,tempo,速度； 节奏， 行进速度
3512,descendant,后裔， 后代
3513,foresee,预见， 预知
3514,bruise,青肿，挫伤；伤痕，擦痕；打青， 使受淤伤； 挫伤， 伤害
3515,associate,把…联系在一起；使联合，结合；交往 [ə'səuʃiət]；副的；伙伴，同事
3516,gown,女礼服， 女裙服； 长袍； 罩衣
3517,crawl,爬行， 蠕动； 缓慢行进
3518,identical,完全相同的， 同一的
3519,plead,恳求，请求；申诉，答辩，辩护；为…辩护， 提出…为理由
3520,kidney,肾， 肾脏
3521,gleam,闪亮， 闪烁； 闪现， 流露
3522,ambitious,有抱负的， 雄心勃勃的； 有野心的
3523,academic,学院的；学术的；纯理论的，不切实际的；大学教师
3524,function,工作， 运行； 起作用；功能，职务；【数】函数；重大聚会
3525,stock,储备；常用的， 常备的；原料，库存品；股本，公债；世系，血统；汤汁；家畜，牲畜
3526,sneak,偷偷地走，溜；偷偷地做
3527,void,无效的；没有的，缺乏的；空虚感，寂寞感；真空，空白；使无效
3528,comparison,比较， 对照； 比拟， 比喻
3529,surge,蜂拥而出；洋溢，奔放；汹涌，奔腾；洋溢， 奔放； 急剧上升， 猛增； 浪涛般汹涌奔腾
3530,swap,交换
3531,ritual,作为仪式一部分的； 例行的；仪式；例行公事，老规矩
3532,liability,责任； 负债， 债务； 不利条件， 起妨碍作用的人
3533,hatch,孵出；筹划，；舱门； 开口； 孵化
3534,patriot,爱国者， 爱国主义者
3535,tick,发出滴答声；记号，勾号；滴答声；给…标记号
3536,basis,基础， 根据； 原则
3537,tutor,当…导师， 当…家庭教师；导师；家庭教师，私人教师
3538,senator,参议员
3539,successive,连续的， 接连的
3540,quantify,确定…的数量， 量化
3541,reconcile,使协调； 使和解； 使顺从， 使甘心
3542,tempt,吸引， 引起…的兴趣； 引诱， 诱惑
3543,obligation,义务， 责任
3544,paperback,平装本， 简装本
3545,evil,坏的；邪恶，祸害
3546,rarely,不常， 难得
3547,hawk,鹰，隼；“鹰派”人物；叫卖， 兜售
3548,twist,缠绕，盘绕；转动，旋动；捻，搓；歪曲，曲解；扭歪，扭伤；曲折前进；转身；扭弯； 转折， 转变； 弯曲， 曲折处
3549,forthcoming,即将到来的； 可得到的； 乐于提供消息的
3550,patriotic,爱国的， 有爱国心的， 显示爱国精神的
3551,complication,困难， 难题； 并发症
3552,perplex,使困惑， 使费解； 使复杂化
3553,combat,战争，斗争，格斗；与…斗争， 与…战斗
3554,despise,鄙视， 看不起
3555,levy,征收；征税， 税款
3556,indulge,沉溺， 纵容自己， 肆意从事；使沉溺于，满足；纵容，迁就
3557,intimidate,恐吓， 威胁
3558,effective,有效的； 有影响的
3559,unity,单一， 统一， 团结； 和睦， 协调
3560,pursue,继续， 从事； 追赶， 追踪； 追求
3561,vulgar,粗野的， 下流的； 庸俗的， 粗俗的
3562,catastrophe,大灾难， 灾祸
3563,convey,表达； 传递； 运送， 输送
3564,design,设计；预定，指定；设计， 构想； 图样； 企图
3565,generous,慷慨的， 宽厚的； 大量的
3566,coincidence,巧合， 巧事； 一致， 符合
3567,victim,牺牲者； 受害者
3568,bust,爆裂，坏掉；打破，打碎；胸像， 半身像； 胸部， 胸围
3569,skull,颅骨， 脑壳
3570,hysterical,情绪异常激动的， 歇斯底里般的
3571,lane,小路， 跑道； 航道， 航线
3572,contaminate,弄脏， 污染
3573,ammunition,弹药， 军火
3574,chief,主要的，为首的；总的；首领， 长官； 酋长， 族长
3575,accord,相符合， 相一致， 相和谐； 授予， 赠与， 给予；一致，符合；谅解，协议
3576,foremost,最好的， 最著名的， 最重要的
3577,automatic,自动的； 必然发生的； 无意识的；自动机械
3578,despite,不管， 不顾
3579,consecutive,连续的， 连贯的
3580,probe,探索，查究，调查；用探针探查，探测；探针， 探测器； 探索， 调查
3581,assimilation,同化， 同化作用； 消化
3582,groan,呻吟，抱怨；发出呻吟般的声音；呻吟， 抱怨； 呻吟般的声音
3583,industrial,工业的， 产业的
3584,conduct,举止，行为；指导；管理，实施 [kən'dʌkt]；进行； 管理， 指挥， 引导； 传输， 传导
3585,velvet,天鹅绒， 丝绒
3586,quantitative,量的， 定量的
3587,stable,稳定的，不变的；沉稳的，持重的；厩， 马厩， 牛棚
3588,reunion,重聚， 团聚； 聚会， 联谊活动
3589,fantastic,极好的， 极出色的； 了不起的； 极大的； 难以相信的； 异想天开的， 不实际的； 奇异的， 古怪的
3590,drainage,排水系统， 下水道； 排水， 放水
3591,respond,回答， 答复； 作出反应， 响应
3592,incident,发生的事， 事件
3593,lame,跛的， 瘸的； 站不住脚的， 差劲的； 蹩脚的
3594,tub,桶， 塑料杯， 纸杯； 盆， 洗澡盆， 浴缸
3595,cluster,群集，丛生；串，簇；群，组；使群集， 集中
3596,prey,捕食； 折磨， 使烦恼；被捕食的动物，捕获物；受害者
3597,apparatus,器械， 器具， 仪器； 机构， 组织
3598,lieutenant,陆军中尉； 海军上尉
3599,tug,用力拖；拖船； 猛拉， 牵引
3600,expedition,旅行， 远征； 远征队， 探险队， 考察队； 迅速， 动作敏捷
3601,decay,腐烂，衰败；腐烂， 衰败状态
3602,grieve,感到悲痛，伤心；使伤心， 为…而伤心
3603,absorb,吸收； 吸引…的注意， 使全神贯注； 把…并入， 同化
3604,concern,关切的事，有关的事；关心，挂念；关系，关联；公司，企业；涉及， 有关； 使关心， 使担心
3605,fracture,断裂，折断；裂缝， 裂痕； 折断
3606,rectify,纠正， 修复
3607,integrity,正直， 诚实， 诚恳； 完整， 完全， 完善
3608,refrain,抑制，克制，戒除；叠句， 副歌
3609,pact,契约， 协定， 条约
3610,notation,记号， 标记法
3611,merge,结合， 合并， 合为一体
3612,liable,易于…的， 可能的
3613,recycle,回收利用
3614,dock,靠码头， 进港；码头，船埠；被告席；使靠码头；扣
3615,marsh,沼泽， 湿地
3616,element,成分， 要素， 元素； 基础， 纲要； 自然力
3617,confidential,秘密的， 机密的； 表示信任的； 担任机密工作的
3618,abundant,丰富的， 富裕的； 大量的， 充足的
3619,exclaim,呼喊， 惊叫
3620,ballet,芭蕾舞， 芭蕾舞剧； 芭蕾舞团
3621,mute,缄默的，无声的；哑的，不会说话的；不发音的；消除， 减轻
3622,courtesy,谦恭有礼； 有礼貌的举止
3623,deteriorate,恶化， 变坏
3624,warehouse,仓库， 货栈
3625,recognize,认出， 识别； 承认， 确认， 认可； 赏识， 表彰， 报偿
3626,restraint,抑制， 限制， 克制； 约束措施， 约束条件
3627,pollutant,污染物质
3628,bamboo,竹， 竹子
3629,input,输入；投入的资金，输入的数据；把…输入计算机
3630,induce,引导， 劝； 引起， 导致
3631,abnormal,反常的， 异常的
3632,shrewd,机灵的， 敏锐的， 精明的
3633,stereotype,陈规，老套，固定的模式；对…形成固定看法
3634,molecule,分子
3635,enroll,入学，加入；招收， 吸收
3636,resign,辞职；听任；辞去， 放弃； 使顺从
3637,safeguard,保护，维护；预防措施； 保证条款
3638,diligent,勤勉的， 勤奋的
3639,sophisticated,老于世故的； 高级的； 精密的， 复杂的； 高雅的
3640,entertainment,娱乐， 文娱节目， 表演会； 招待， 款待， 请客
3641,reside,居住， 定居； 存在， 在于
3642,indicative,标示的，指示的，象征的；陈述的；【语】陈述语气
3643,ward,病房； 区； 受监护人
3644,dread,担忧，忧虑；惧怕；担忧， 畏惧
3645,scrutiny,详细检查， 仔细观察
3646,chase,追逐， 追赶， 追求
3647,accident,意外， 事故
3648,promote,促进， 增进， 发扬； 提升； 宣传， 推销
3649,routine,例行的， 常规的；例行公事，惯例，惯常的程序
3650,attack,攻击， 进攻； 突然发作
3651,divorce,离婚，离异；离婚； 分离， 脱离
3652,tariff,关税， 税率； 价目表， 收费表
3653,attach,缚， 系， 贴， 附加； 使依恋， 使喜爱； 使附属； 认为有
3654,graphic,生动的， 形象的； 绘画的， 文字的， 图表的
3655,convict,证明…有罪，宣判…有罪['kɒnvɪkt]；囚犯
3656,retention,保留， 保持
3657,creation,创造， 创建； 创造的作品， 产物； 宇宙， 天地万物
3658,legislation,法律， 法规； 立法， 法律的制定
3659,dodge,闪身躲开；回避，逃避；托辞， 伎俩； 躲闪， 躲避
3660,ingredient,组成部分， 原料； 要素
3661,surplus,过剩的， 多余的；过剩，剩余，盈余
3662,consolidate,巩固， 加强； 联为一体， 合并
3663,correspondence,信件， 函件； 通信， 通信联系； 符合， 一致， 相似
3664,inhibit,阻止， 妨碍， 抑制
3665,refresh,振作精神， 恢复活力
3666,intimate,亲密的，个人的；至交， 密友；暗示， 提示
3667,shove,用力推，挤；乱推，挤；乱塞，随意放；猛推
3668,theft,偷窃， 失窃
3669,disclose,揭露， 泄露， 透露
3670,religion,宗教， 宗教信仰
3671,yacht,快艇， 帆船， 游艇
3672,mistress,情妇； 主妇， 女主人
3673,oxide,氧化物
3674,miniature,小型的，微小的；微小的模型， 缩影； 微型画， 微型人物像
3675,clan,宗族， 家族
3676,economical,节约的； 经济学的
3677,prosperous,繁荣的， 兴旺的
3678,polish,磨光；修改，润色，使优美；擦光剂
3679,reassess,再评价
3680,cabinet,橱， 柜； 内阁
3681,optical,眼的， 视觉的； 光学的
3682,evoke,唤起， 引起， 使人想起
3683,insurance,保险； 保险费
3684,dazzle,使眩目，耀；使赞叹不已；使倾倒；耀眼的光； 令人赞叹的东西
3685,principle,原则， 原理， 道义； 基本信念， 信条
3686,thigh,大腿
3687,tedious,冗长乏味的， 沉闷的
3688,tilt,倾斜，倾侧；倾斜， 倾侧
3689,inferiority,自卑； 次等
3690,participant,参加者， 参与者
3691,initiate,开始， 创造， 发起； 使初步了解； 接纳， 让…加入；新加入组织的人
3692,domestic,本国的； 家庭的； 驯养的
3693,glare,怒目而视；发射强光，发出刺眼的光线；强光； 怒视， 瞪眼； 炫耀， 张扬
3694,irrigation,灌溉
3695,compile,汇编； 编制， 编纂
3696,vitality,活力； 生机， 元气
3697,locomotive,机车
3698,tile,瓦，瓷砖；铺瓦于， 贴瓷砖于
3699,donation,捐款， 捐赠物； 捐赠， 赠送
3700,immense,广大的， 巨大的； 无限的
3701,inherent,内在的； 固有的， 生来就有的
3702,stability,稳定， 稳固
3703,budget,规划，安排；编预算；低廉的， 收费公道的；预算，预算拨款
3704,radiate,发出， 辐射； 流露， 显示
3705,given,规定的，特定的；假设的，已知的；有癖好的，有倾向的；考虑到
3706,perish,丧生， 毁灭， 消亡； 失去弹性， 老化
3707,pastime,消遣， 娱乐
3708,ultimate,最后的，最终的；终极， 顶点
3709,adapt,使适应； 改编
3710,prosecute,起诉， 告发；对…提起公诉，告发，检举；继续从事
3711,batch,一批， 一组， 一群； 一批生产量
3712,merit,长处，优点；价值；功劳，成绩；值得， 应受
3713,verbal,口头的； 用言辞的， 用文字的； 动词的
3714,solicitor,初级律师， 事务律师
3715,intrinsic,固有的； 本质的； 内在的
3716,proximity,接近， 邻近
3717,luminous,发光的， 发亮的； 光明的
3718,lash,将系牢；鞭打，抽打；猛烈打击；猛烈抨击，严厉斥责；鞭打； 假睫毛； 鞭梢
3719,receipt,发票， 收据； 收入， 进款； 收到， 接到
3720,assume,假定， 假设； 臆断； 承担， 担任； 呈现
3721,predestine,预先确定； 注定
3722,chant,反复有节奏地喊叫；吟诵，咏唱；反复有节奏的喊叫； 赞美诗， 圣歌
3723,destiny,命运； 定数， 天命
3724,capsule,胶囊； 航天舱， 密封舱
3725,concept,概念， 观念； 设想
3726,resistant,抵抗的； 抗…的， 耐…的
3727,ozone,臭氧
3728,indefinite,无限期的； 模糊的， 不确定的
3729,disaster,灾难， 灾祸， 天灾； 彻底的失败
3730,ecology,生态； 生态学
3731,minimal,最小的， 最低限度的
3732,cocktail,鸡尾酒； 餐前开胃小吃； 混合物
3733,enhance,提高， 增加， 加强
3734,convention,习俗， 惯例； 公约； 会议
3735,disease,病， 疾病； 不健全， 弊端
3736,calcium,钙
3737,notwithstanding,尽管
3738,suspicion,怀疑， 疑心， 猜疑； 一点儿， 少量
3739,purchase,买，购买；购买； 购买的物品
3740,refusal,拒绝
3741,disposable,可任意使用的；一次性物品， 不回收物品
3742,bypass,旁道，迂回道；绕过， 绕…走； 越过， 置…于不顾
3743,silicon,硅
3744,clarity,清楚， 明晰
3745,fund,资金，基金；存款；为…提供资金
3746,typical,典型的， 有代表性的
3747,recipient,接受者， 接收者
3748,commonwealth,[C-]英联邦； 联邦， 联合体
3749,watt,瓦
3750,buzz,发出嗡嗡声；忙乱，急行；发出嘈杂的谈话声；嗡嗡声； 嘈杂的谈话声
3751,finance,财政，金融；财源，财务情况；为…提供资金
3752,incur,招致， 引起； 遭受
3753,notorious,臭名昭著的， 声名狼藉的
3754,assassination,刺杀， 暗杀
3755,infant,婴儿的， 幼稚的；婴儿
3756,gland,腺
3757,premise,房屋和地基， 经营场址； 前提， 假设
3758,circus,马戏， 马戏团； 喧闹的场面； 环形广场
3759,controversial,引起争论的， 有争议的
3760,attain,达到， 获得； 完成
3761,deprive,剥夺， 使丧失
3762,tenant,房客， 佃户
3763,resultant,作为结果的， 因而发生的
3764,pest,有害生物， 害虫； 讨厌的人
3765,pedal,踩踏板，骑车；踏板，踏脚；脚蹬， 踩动…的踏板
3766,batter,连续猛击；面糊
3767,heritage,遗产； 继承物； 传统
3768,supreme,最高的， 最大的； 极度的， 最重要的
3769,hostage,人质
3770,priority,优先， 重点； 优先考虑的事
3771,slope,倾斜；倾斜，斜面
3772,inlet,小湾， 水湾； 进口， 入口
3773,metallic,金属的， 金属制的； 有金属特性的， 像金属的
3774,shuttle,穿梭般来回；短程穿梭运行的飞机；航天飞机；梭子；短程穿梭运送
3775,regenerate,新生， 再生， 起革新作用；使新生，重建，改革，革新
3776,allocate,分配； 分派， 把…拨给
3777,latent,潜在的， 隐伏的， 不易察觉的
3778,terrific,极妙的； 极大的； 令人恐惧的
3779,standpoint,立场， 观点
3780,primary,首要的， 主要的； 基本的； 最初的， 初级的
3781,pirate,非法盗印者，侵犯版权者；海盗；盗用， 非法盗印
3782,stubborn,顽固的， 执拗的， 倔强的； 难对付的， 难于克服的
3783,formulate,构想出， 规划； 系统地阐述
3784,consume,消灭， 毁灭；消费；吃完，喝光
3785,dome,圆屋顶， 穹顶
3786,layer,层， 层次
3787,alien,外国的，外国人的；陌生的；性质不同的，不相容的；外国人， 外侨； 外星人
3788,competence,能力， 胜任， 称职
3789,fuse,熔合， 合并； 因保险丝熔断而中断工作；保险丝，熔丝；导火线
3790,elite,[总称] 上层人士， 掌权人物， 实力集团； [总称]出类拔萃的人， 精英
3791,premium,高级的，优质的；售价高的；保险金；额外费用，加付款；奖品，赠品；额外津贴
3792,ornament,装饰品，点缀品；装饰，点缀；装饰， 点缀， 美化
3793,assure,使确信； 确保， 向…保证
3794,pretext,借口， 托辞
3795,ivory,象牙； 象牙色， 乳白色
3796,theme,主题， 题目
3797,consult,请教； 查阅； 商议
3798,solidarity,团结一致
3799,tumble,跌倒，摔下，滚下；翻滚；暴跌；不由自主地卷入；跌倒， 摔倒
3800,gracious,亲切的，和蔼的；优美的；雅致的，雍容华贵的；天哪!
3801,smash,猛撞，猛冲；使粉碎，使打烂；狠打，猛击；使破灭，使失败；破碎； 猛击， 猛撞； 轰动的演出， 巨大的成功
3802,merely,仅仅， 只不过
3803,appropriation,据为己有， 占有； 挪用； 拨款
3804,contradiction,矛盾， 不一致； 否认， 反驳
3805,wealth,财富； 财产； 丰富
3806,henceforth,从今以后， 从此以后
3807,wallet,皮夹子
3808,survive,活下来，继续存在；幸免于；从中挺过来； 从…逃出； 比…活得长
3809,desire,想要，渴望；愿望， 欲望
3810,initial,最初的，开始的；首字母
3811,efficient,效率高的； 有能力的
3812,murmur,小声说； 小声抱怨， 咕哝； 发出连续而低沉的声音
3813,fury,狂怒， 暴怒； 狂暴， 狂烈
3814,unify,使联合， 统一； 使相同， 使一致
3815,muddy,泥泞的，沾满烂泥的；灰暗的，暗淡的；模糊的，糊涂的；使沾上烂泥； 使显得扑朔迷离
3816,hound,猎犬；追逼， 烦恼， 纠缠
3817,consistent,坚持的， 一贯的； 一致的， 符合的
3818,dole,救济，救济金；发放， 发给
3819,reverse,反向，倒转；反向的； 相反的； 颠倒的；撤销，废除；使完全相反，彻底转变；使反转，使次序颠倒；相反情况，对立面；反面，背面，后面；损失，倒退
3820,barren,贫瘠的， 荒芜的； 不结果实的， 不育的； 无益的， 没有结果的
3821,eternal,永久的， 永世的； 无休止的； 永恒的， 永不改变的
3822,permanent,永久的， 固定的
3823,foster,收养的；收养，养育；培养，促进
3824,barely,仅仅， 只不过， 几乎不
3825,prevalent,流行的， 普遍的
3826,cling,紧紧抓住； 黏着， 挨近； 依附， 依恋； 坚持， 墨守， 忠实于
3827,incidence,发生率
3828,clip,夹子，回形针，别针；弹夹，弹仓；剪，修剪；剪报，电影片断；夹住， 扣住； 剪， 修剪
3829,beam,面露喜色； 定向发出， 播送；梁，横梁；束，柱；笑容，喜色
3830,compact,紧凑的，小巧的；坚实的；把…压实，使坚实['kɔmpækt]；契约， 合同
3831,alliance,结盟； 联盟
3832,invaluable,非常宝贵的， 极为贵重的， 无价的
3833,fiction,小说； 虚构， 杜撰
3834,doom,注定，命定；厄运， 劫数
3835,cucumber,黄瓜
3836,aviation,航空， 航空学； 飞机制造业
3837,pessimistic,悲观的
3838,denote,意思是； 表示， 是…的标志
3839,emphasis,强调； 重视； 重要性
3840,interrupt,打断， 中止； 打扰
3841,propagate,繁殖， 增殖； 传播， 宣传， 普及
3842,feasible,可行的， 可能的
3843,majesty,陛下； 雄伟， 壮丽； 庄严
3844,flatter,向…谄媚， 奉承； 使满意， 使感到荣幸； 使显得好看， 使显得突出
3845,potential,潜在的，可能的；潜力， 潜能
3846,necessitate,成为必要， 需要
3847,orthodox,传统的； 正统的， 正宗的
3848,accustomed,惯常的， 习惯的
3849,combination,结合， 联合； 化合
3850,obtain,通用， 流行； 存在；获得
3851,statesman,国务活动家， 政治家
3852,tack,平头钉，大头钉；行动方向，方针；用平头钉钉； 附加， 增补
3853,gross,总的； 严重的； 粗俗的； 臃肿的
3854,lounge,倚，躺；闲逛，闲荡；休息厅， 休息室
3855,porch,门廊
3856,workshop,车间， 工场； 专题讨论会
3857,format,设计，安排；格式，样式，版式；使格式化
3858,sacrifice,牺牲， 舍身； 献祭， 供奉； 祭品
3859,illegal,不合法的， 非法的
3860,corps,队， 部队； 一组
3861,eclipse,食；消失，黯然失色；食， 遮掩光； 使暗淡， 使失色， 使相形见绌
3862,formal,正式的； 礼仪上的
3863,correlate,相关， 关联；使相互关联
3864,soar,猛增， 剧增； 高飞， 升腾； 高涨； 高耸， 屹立
3865,commute,乘公交车上下班，经常乘车往返于两地；减； 折合， 折偿； 上下班交通
3866,sustain,保持， 使持续下去； 供养， 维持； 支持， 支撑； 经受， 遭受
3867,critical,决定性的； 批评的
3868,shepherd,牧羊人，羊倌；带领， 引导
3869,outcry,大声疾呼， 呐喊； 强烈抗议
3870,radiant,容光焕发的， 喜形于色的； 光芒四射的， 光辉灿烂的； 辐射的
3871,principal,最重要的，主要的；负责人， 校长； 资本， 本金； 主要演员， 主角
3872,exceedingly,极端地， 非常
3873,uphold,支持， 维护
3874,exotic,外来的， 异国情调的； 奇异的
3875,relief,轻松， 宽慰； 缓解， 减轻， 解除； 使得到调剂； 接替， 替下
3876,boycott,抵制， 拒绝参与
3877,dimension,尺寸， 尺度， 面积； 方面， 特点； 面积， 规模
3878,deserve,应受， 值得
3879,process,过程；制作方法；程序；加工， 办理
3880,revenge,报复，报仇；为…报仇， 报…之仇
3881,restore,恢复， 使恢复； 修复， 整修； 归还， 交还
3882,subscribe,订阅，订购；同意，赞成；捐助， 赞助
3883,distill,蒸馏， 用蒸馏法提取； 吸取， 提炼
3884,alternative,两者选一的， 供选择的； 另类的；替换物，选择；选择的自由
3885,concentration,集中； 专注， 专心； 浓缩； 浓度
3886,velocity,速度， 速率
3887,encounter,遭遇，遇到；遭遇
3888,fellowship,伙伴关系， 交情， 友谊； 团体， 协会， 联谊会； 奖学金， 研究员职位
3889,colleague,同事， 同僚
3890,approve,赞成， 称许；赞成，称许；批准
3891,interaction,相互作用
3892,pedestrian,步行者， 行人
3893,interfere,干涉， 干预， 妨碍
3894,apartment,一套公寓房间
3895,account,说明…的原因； 占…；记述；解释；账目
3896,fitting,适合的， 恰当的；设备，家具，日用器具；配件，附件，零件；试穿，试衣
3897,stack,堆，垛；堆积， 堆放于
3898,radioactive,放射性的， 有辐射能的
3899,resent,对…表示愤恨， 怨恨
3900,stride,大踏步走；大步； 步法， 步态； 进展， 进步
3901,ambiguous,引起歧义的， 模棱两可的， 含糊不清的
3902,impulsive,冲动的
3903,qualitative,性质的， 定性的
3904,diverse,不一样的， 相异的； 多种多样的
3905,crisp,脆的，鲜脆的；挺括的；清新的，干冷的；简明扼要的，利落的；油炸土豆片
3906,prime,首要的；最好的；青春；全盛时期；使准备好
3907,intellect,智力， 理解力； 才智非凡的人
3908,preference,喜爱， 偏爱； 优先； 偏爱的事物
3909,mild,温柔的； 温暖的； 轻微的
3910,loyal,忠诚的， 忠心的
3911,impact,影响， 作用， 冲击；[Im'pækt]
3912,paralysis,麻痹， 瘫痪， 中风； 无能， 无力
3913,court,法院， 法庭； 庭院； 宫廷； 球场
3914,chapel,小教堂， 祈祷室
3915,distort,变形；歪曲，曲解；扭曲，使变形
3916,subsidiary,辅助的，次要的，附设的；子公司， 附属机构
3917,venture,冒险； 大胆行事；风险投资，风险项目；拿…冒险；敢于
3918,discern,看出， 察觉出； 识别， 认出
3919,enthusiasm,热情， 热心， 热忱； 巨大兴趣
3920,flexible,易弯曲的； 灵活的
3921,domain,领域， 范围； 领地， 势力范围
3922,census,人口普查， 统计
3923,corpse,死尸， 尸体
3924,willful,故意的， 特意的
3925,attitude,态度， 看法； 姿势
3926,relative,有关系的，相对的；亲属， 亲戚
3927,compare,比较， 对照； 把…比作
3928,depict,描绘， 描述
3929,hop,单足跳跃，单足跳行；齐足跳跃，齐足跳行；跳上；蹦跳； 短程航行
3930,characteristic,特有的，典型的；特性
3931,involvement,连累； 包含
3932,pave,铺， 铺筑
3933,integral,构成整体所必需的， 基本的
3934,lubricate,使润滑
3935,comet,彗星
3936,deadline,最后期限
3937,bully,恃强欺弱者；威吓， 欺负
3938,chip,屑片， 碎片； 炸土豆条； 集成电路片， 集成块； 缺口， 瑕疵
3939,medieval,中世纪的； 中古的
3940,tanker,油轮
3941,involve,使卷入， 牵涉； 包含， 含有
3942,pistol,手枪
3943,assemble,集合，召集；集合， 聚集； 装配
3944,watertight,不透水的， 防水的； 严密的， 无懈可击的
3945,transition,过渡， 转变
3946,repel,使厌恶； 击退， 逐回， 驱除； 排斥
3947,mutter,轻声低语； 小声抱怨
3948,series,一系列， 连续； 丛书， 连续剧
3949,complicated,复杂的， 难懂的
3950,junk,废旧物品，破烂；丢弃， 废弃
