序号,核心词汇,简要解释
2119,lump,块，块状；肿块；瘤；很多；笨人；混在一起；使成块状；忍耐；笨重地移动；成团的；总共的；很；非常
2120,lunar,月亮的，月球的；阴历的；银的；微亮的；(Lunar)人名；(西)卢纳尔
2121,lunatic,疯狂的；精神错乱的；愚蠢的；疯子；疯人
2122,luncheon,午宴；正式的午餐会
2123,luster,[光] 光泽；光彩；有光泽；发亮；使有光泽
2124,lute,琵琶；弹诗琴；弹诗琴表达；用封泥封
2125,luxury,奢侈，奢华；奢侈品；享受；奢侈的
2126,machinery,机械；机器；机构；机械装置
2127,mackintosh,橡皮布防水衣；橡皮布
2128,magical,魔术的；有魔力的
2129,magnesium,[化学] 镁
2130,magnetic,地磁的；有磁性的；有吸引力的
2131,magnify,放大；赞美；夸大
2132,mahogany,桃花心木，红木；红褐色
2133,maiden,未婚的，处女的；初次的；少女；处女
2134,mainstream,主流
2135,maintain,维持；继续；维修；主张；供养
2136,maize,黄色的，玉米色的；玉米；黄色，玉米色
2137,majesty,威严；最高权威，王权；雄伟；权威
2138,major,主要的；重要的；主修的；较多的；[人类] 成年人；主修科目；陆军少校；主修
2139,make,使得；进行；布置，准备，整理；制造；认为；获得；形成；安排；引起；构成；制造；构造；性情
2140,malady,弊病；疾病；腐败
2141,malaria,[内科] 疟疾；瘴气
2142,malice,恶意；怨恨；预谋
2143,mall,购物商场；林荫路；铁圈球场
2144,maltreat,虐待；滥用；粗暴对待
2145,mammal,[脊椎] 哺乳动物
2146,management,管理；管理人员；管理部门；操纵；经营手段
2147,mango,[园艺] 芒果
2148,manifold,复写，复印；增多；使……多样化；多方面的，有许多部分的；各式各样的；多种；复印本
2149,manipulate,操纵；操作；巧妙地处理；篡改
2150,manly,男子气概的；强壮的；适于男人的；雄赳赳地；(Manly)人名；(英)曼利
2151,manoeuvre,调动；演习；用策略；策略（等于maneuvre）
2152,manpower,人力；人力资源；劳动力
2153,mansion,大厦；宅邸
2154,manual,手工的；体力的；手册，指南
2155,manufacture,制造；产品；制造业；制造；加工；捏造
2156,margarine,人造黄油；人造奶油
2157,margin,边缘；利润，余裕；页边的空白；加边于；加旁注于
2158,marine,船舶的；海生的；海产的；航海的，海运的；海运业；舰队；水兵；（海军）士兵或军官
2159,mark,标志；马克；符号；痕迹；分数；作记号
2160,marked,显著的；有记号的；表示（mark的过去分词）；作记号；打分数
2161,marketing,行销，销售；出售；在市场上进行交易；使…上市（market的ing形式）
2162,marmalade,橘子或柠檬等水果制成的果酱；涂橘子或柠檬酱于…；橘子酱色的
2163,marrow,髓，骨髓；精华；活力
2164,Mars,战神；[天] 火星
2165,marsh,沼泽；湿地；沼泽的；生长在沼泽地的
2166,marshal,元帅；司仪；整理；引领；编列
2167,martyr,牺牲；折磨；杀害；烈士；殉道者
2168,marvel,奇迹；对…感到惊异
2169,Marxism,马克思主义；马克思的；马克思主义的
2170,masculine,男性的；阳性的；男子气概的；男性；阳性，阳性词
2171,mason,泥瓦匠；共济会会员（等于freemason）；用砖瓦砌成
2172,mass,块，团；群众，民众；大量，众多；质量；群众的，民众的；大规模的，集中的；聚集起来，聚集
2173,massacre,残杀；彻底击败；大屠杀；惨败
2174,massage,按摩；揉
2175,massive,大量的；巨大的，厚重的；魁伟的
2176,mast,桅杆；柱；橡树果实；在…上装桅杆
2177,masterpiece,杰作；绝无仅有的人
2178,mate,助手，大副；配偶；同事；配对物；使配对；使一致；结伴
2179,materialism,唯物主义；唯物论；物质主义
2180,maternal,母亲的；母性的；母系的；母体遗传的
2181,maternity,母性，母道；[妇产] 妇产科医院；产科的；产妇的，孕妇的
2182,mathematical,数学的，数学上的；精确的
2183,mathematician,数学家
2184,mattress,床垫；褥子；空气垫
2185,mature,成熟的；充分考虑的；到期的；成年人的；成熟；到期
2186,mayor,市长
2187,meadow,草地；牧场
2188,mean,平均的；卑鄙的；低劣的；吝啬的；意味；想要；意欲；平均值
2189,means,手段；方法；财产；意思是；打算（mean的第三人称单数） [ 复数means ]
2190,meantime,其时，其间；同时；其间
2191,mechanical,机械的；力学的；呆板的；无意识的；手工操作的
2192,media,媒体；媒质（medium的复数）；血管中层；浊塞音；中脉
2193,medieval,中世纪的；原始的；仿中世纪的；老式的
2194,Mediterranean,地中海；地中海的
2195,medium,中间的，中等的；半生熟的；方法；媒体；媒介；中间物
2196,melancholy,忧郁的；使人悲伤的；忧郁；悲哀；愁思
2197,melody,旋律；歌曲；美妙的音乐
2198,membership,资格；成员资格；会员身份
2199,memo,备忘录
2200,memoir,回忆录；研究报告；自传；实录
2201,memorise,（英）记忆；存储（等于memorize）
2202,mentality,心态；[心理] 智力；精神力；头脑作用
2203,mention,提到，谈到；提及，论及；说起；提及，说起
2204,merchandise,商品；货物；买卖；推销
2205,merciless,残忍的；无慈悲心的
2206,mercury,[化]汞，水银
2207,mere,仅仅的；只不过的；小湖；池塘
2208,merge,合并；使合并；吞没；(Merge)人名；(意)梅尔杰
2209,merit,优点，价值；功绩；功过；值得
2210,messenger,报信者，送信者；先驱
2211,metallic,金属的，含金属的
2212,metaphor,暗喻，隐喻；比喻说法
2213,metric,公制的；米制的；公尺的；度量标准
2214,metropolis,大都市；首府；重要中心
2215,Mexican,墨西哥的；墨西哥人的；墨西哥人；墨西哥语
2216,microchip,微型集成电路片，微芯片
2217,mid,中间的；中央的；在…之中；(Mid)人名；(柬)米
2218,middle,中间的，中部的；中级的，中等的；中间，中央；腰部
2219,midst,当中，中间；在…中间（等于amidst）
2220,mighty,有力的；强有力的；有势力的；很；极；非常；有势力的人
2221,milestone,里程碑，划时代的事件
2222,military,军事的；军人的；适于战争的；军队；军人
2223,mill,乱转；被碾磨；工厂；磨坊；磨粉机；制造厂；压榨机
2224,millennium,千年期，千禧年；一千年，千年纪念；太平盛世，黄金时代
2225,milligramme,毫克（等于milligram）；公厘
2226,millimetre,毫米；公厘
2227,miner,矿工；开矿机
2228,miniature,微型的，小规模的；缩图；微型画；微型图画绘画术；是…的缩影
2229,minimum,最小值；最低限度；最小化；最小量；最小的；最低的
2230,ministry,（政府的）部门
2231,minor,未成年的；次要的；较小的；小调的；二流的；未成年人；小调；副修科目；副修
2232,minority,少数民族；少数派；未成年；少数的；属于少数派的
2233,mint,薄荷；[金融] 造币厂，巨款；铸造，铸币；完美的
2234,minute,分，分钟；片刻，一会儿；备忘录，笔记；会议记录；将…记录下来；微小的，详细的 [maɪˈnjuːt; US -ˈnuːt; maɪˋnut]
2235,miracle,奇迹，奇迹般的人或物；惊人的事例
2236,mischief,恶作剧；伤害；顽皮；不和
2237,mischievous,淘气的；（人、行为等）恶作剧的；有害的
2238,miser,守财奴；吝啬鬼；（石油工程上用的）凿井机
2239,miserly,吝啬的；贪婪的
2240,misery,痛苦，悲惨；不幸；苦恼；穷困
2241,misfortune,不幸；灾祸，灾难
2242,misgiving,担忧；疑虑；不安；担忧；使…疑虑；害怕（misgive的ing形式）
2243,misguided,被误导的；使入歧途（misguide的过去分词）
2244,mislead,误导；带错
2245,missing,失踪的；缺少的；错过（miss的ing形式）；想念；漏掉；(Missing)人名；(德)米辛
2246,mission,使命，任务；代表团；布道；派遣；向……传教
2247,mistress,情妇；女主人；主妇；女教师；女能人
2248,misty,模糊的；有雾的；(Misty)人名；(英)米斯蒂，米丝蒂(女名)；(法)米斯蒂
2249,misunderstanding,误解；误会；不和
2250,mixer,混合器；搅拌器；[电子] 混频器
2251,moan,抱怨，悲叹；呻吟；呻吟声；悲叹
2252,mob,暴民，暴徒；民众；乌合之众；大举包围，围攻；蜂拥进入
2253,mobility,移动性；机动性；[电子] 迁移率
2254,mock,英国模拟考试（mocks）；愚弄，嘲弄；仿制的，模拟的，虚假的，不诚实的
2255,mode,模式；方式；风格；时尚
2256,modem,调制解调器（等于modulator-demodulator）
2257,moderate,稳健的，温和的；适度的，中等的；有节制的；变缓和，变弱
2258,modernise,现代化（等于modernize）
2259,modesty,谦逊；质朴；稳重
2260,modify,修改，修饰；更改
2261,moist,潮湿的；多雨的；含泪的；潮湿
2262,mole,鼹鼠；痣；防波堤；胎块；间谍
2263,molecule,[化学] 分子；微小颗粒，微粒
2264,moment,片刻，瞬间，时刻；重要，契机
2265,monarchy,君主政体；君主国；君主政治
2266,monastery,修道院；僧侣
2267,monetary,货币的；财政的
2268,Mongolian,蒙古人；蒙古语；蒙古人的；蒙古语的
2269,monk,僧侣，修道士；和尚
2270,monologue,独白
2271,monopoly,垄断；垄断者；专卖权
2272,monotonous,单调的，无抑扬顿挫的；无变化的
2273,monster,怪物；巨人，巨兽；残忍的人；巨大的，庞大的
2274,mood,情绪，语气；心境；气氛
2275,moonlight,月夜的；有月光的；月光；兼职，夜袭
2276,moor,系住；使停泊；沼泽；荒野
2277,morale,士气，斗志
2278,morality,道德；品行，美德
2279,moreover,而且；此外
2280,mortal,凡人的；致死的；终有一死的；不共戴天的；人类，凡人
2281,mosque,清真寺
2282,moss,苔藓；泥沼；使长满苔藓
2283,most,最；非常，极其；最多；几乎；大部分的，多数的；最多的；大部分，大多数
2284,mostly,主要地；通常；多半地
2285,motel,汽车旅馆
2286,moth,蛾；蛀虫
2287,motion,动作；移动；手势；请求；意向；议案；运动；打手势
2288,motivate,刺激；使有动机；激发…的积极性
2289,motorist,驾车旅行的人，开汽车的人
2290,motorway,高速公路，汽车高速公路
2291,mould,发霉；模具；霉
2292,mount,增加；爬上；使骑上马；安装，架置；镶嵌，嵌入；准备上演；成立（军队等）；山峰；底座；乘骑用马；攀，登；运载工具；底座
2293,move,移动；步骤；迁居；策略；移动；搬家，迁移；离开
2294,moving,移动的；动人的；活动的；移动（move的ing形式）
2295,mow,草堆；皱眉；谷堆；割草；收割庄稼
2296,muffle,蒙住；裹住；抑制；发低沉的声音；低沉的声音；消声器；包裹物（如头巾，围巾等）；唇鼻部
2297,mug,杯子；脸；苦读者；扮鬼脸，做怪相
2298,mule,骡；倔强之人，顽固的人；杂交种动物
2299,multinational,跨国公司的；多国的；跨国公司
2300,multiple,多重的；多样的；许多的；倍数；[电] 并联
2301,murmur,低语；低语声；低声抱怨；潺潺声；低声说；私下抱怨；发出轻柔持续的声音
2302,muscle,肌肉；力量；加强；使劲搬动；使劲挤出
2303,muslim,穆斯林；穆罕默德信徒；伊斯兰教的
2304,mute,哑的；沉默的；无声的；减弱……的声音；使……柔和；哑巴；弱音器；闭锁音
2305,mutter,咕哝；喃喃自语；咕哝；喃喃低语
2306,mutual,共同的；相互的，彼此的
2307,mystery,秘密，谜；神秘，神秘的事物；推理小说，推理剧；常作 mysteries 秘技，秘诀
2308,myth,神话；虚构的人，虚构的事
2309,naive,"天真的,幼稚的"
2310,naked,裸体的；无装饰的；无证据的；直率的
2311,namely,也就是；即是；换句话说
2312,nap,小睡，打盹儿；细毛；孤注一掷；使拉毛
2313,napkin,餐巾；餐巾纸；尿布
2314,nappy,尿布；起毛的
2315,narcotic,麻醉的；有麻醉作用的；催眠的；[药] 麻醉药；镇静剂；起麻醉作用的事物
2316,narrate,叙述；给…作旁白
2317,narrow,狭窄的，有限的；勉强的；精密的；度量小的；海峡；狭窄部分，隘路；使变狭窄
2318,narrowly,仔细地；勉强地；狭窄地；严密地
2319,nasty,下流的；肮脏的；脾气不好的；险恶的；令人不快的事物
2320,naughty,顽皮的，淘气的；不听话的；没规矩的；不适当的；下流的
2321,nausea,恶心，晕船；极端的憎恶
2322,naval,海军的；军舰的；(Naval)人名；(西、德、印)纳瓦尔
2323,navigate,驾驶，操纵；使通过；航行于
2324,Nazi,纳粹党人；纳粹主义信徒；纳粹党的；纳粹主义的
2325,necessity,需要；必然性；必需品
2326,negative,[数] 负的；消极的；否定的；阴性的；否定；负数；[摄] 底片；否定；拒绝
2327,neglect,疏忽，忽视；忽略；疏忽，忽视；怠慢
2328,neglected,被忽视的；未被好好照管的；忽视；疏忽（neglect的过去分词）
2329,neglectful,疏忽的；忽略的；不小心的
2330,negligent,疏忽的；粗心大意的
2331,negligible,微不足道的，可以忽略的
2332,negotiate,谈判，商议；转让；越过
2333,Negro,黑人；黑人的
2334,nerve,神经；勇气；[植] 叶脉；鼓起勇气
2335,nervousness,神经质；[心理] 神经过敏；紧张不安
2336,neutral,中立的，中性的；中立国的；非彩色的；中立国；中立者；非彩色；齿轮的空档
2337,nevertheless,然而，不过；虽然如此；然而，不过
2338,newly,最近；重新；以新的方式
2339,newscast,新闻广播
2340,nickel,镍；镍币；五分镍币；镀镍于
2341,nickname,绰号；昵称；给……取绰号；叫错名字
2342,nightgown,睡衣（等于dressing gown或nightdress）
2343,nightingale,夜莺
2344,nightmare,恶梦；梦魇般的经历；可怕的；噩梦似的
2345,nitrogen,[化学] 氮
2346,nobility,贵族；高贵；高尚
2347,nominate,推荐；提名；任命；指定
2348,normal,正常的；正规的，标准的；正常；标准；常态
2349,nostril,鼻孔
2350,notable,值得注意的，显著的；著名的；名人，显要人物
2351,notice,通知，布告；注意；公告；通知；注意到；留心
2352,noticeable,显而易见的，显著的；值得注意的
2353,notify,通告，通知；公布
2354,notion,概念；见解；打算
2355,notorious,声名狼藉的，臭名昭著的
2356,noun,名词
2357,nourish,滋养；怀有；使健壮
2358,novel,新奇的；异常的；小说
2359,nuisance,讨厌的人；损害；麻烦事；讨厌的东西
2360,numeral,数字；数字的；表示数字的
2361,numerous,许多的，很多的
2362,nun,修女，尼姑
2363,nutrition,营养，营养学；营养品
2364,oak,橡树；橡木色；橡木家具；栎树的；栎木制的
2365,oar,桨；橹；桨手；划（船）；划行
2366,oath,誓言，誓约；诅咒，咒骂
2367,oats,燕麦；燕麦片（oat的复数）；燕麦粥
2368,obedient,顺从的，服从的；孝顺的
2369,object,目标；物体；客体；宾语；提出…作为反对的理由
2370,oblige,迫使；强制；赐，施恩惠；责成；义务
2371,obliging,乐于助人的；有礼貌的；体贴的；亲切的；迫使；约束（oblige的现在分词）
2372,oblivious,遗忘的；健忘的；不注意的；不知道的
2373,oblong,椭圆形的；长方形的；椭圆形；长方形
2374,obscure,昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的；使…模糊不清，掩盖；隐藏；使难理解；某种模糊的或不清楚的东西
2375,obscurity,朦胧；阴暗；晦涩；身份低微；不分明
2376,observe,庆祝
2377,obstacle,障碍，干扰；妨害物
2378,obstinate,顽固的；倔强的；难以控制的
2379,obstruct,妨碍；阻塞；遮断
2380,obtain,获得；流行
2381,occasion,时机，机会；场合；理由；引起，惹起
2382,occur,发生；出现；存在
2383,odd,奇数的；古怪的；剩余的；临时的；零散的；奇数；怪人；奇特的事物
2384,offence,犯罪；违反；过错；攻击
2385,offend,冒犯；使…不愉快
2386,offset,抵消，补偿；平版印刷；支管；抵消；弥补；用平版印刷术印刷
2387,offspring,后代，子孙；产物
2388,oily,油的；油质的；油滑的；油腔滑调的
2389,olive,橄榄；橄榄树；橄榄色；橄榄的；橄榄色的
2390,omen,预兆；征兆；预示；有…的前兆；预告
2391,omit,省略；遗漏；删除；疏忽
2392,online,联机的；在线的；在线地
2393,onlooker,旁观者；观众（等于spectator）
2394,only,只，仅仅；不料；唯一的，仅有的；最合适的；但是；不过；可是
2395,onward,向前的；前进的；向前；在前面
2396,opening,开始；机会；通路；空缺的职位；开始的；开放（open的ing形式）；打开；公开
2397,operation,操作；经营；[外科] 手术；[数][计] 运算
2398,opium,鸦片；麻醉剂；鸦片的
2399,opponent,对手；反对者；敌手；对立的；敌对的
2400,opportunity,时机，机会
2401,opposition,反对；反对派；在野党；敌对
2402,oppress,压迫，压抑；使……烦恼；使……感到沉重
2403,optics,[光] 光学
2404,optimal,最佳的；最理想的
2405,option,[计] 选项；选择权；买卖的特权
2406,orchard,果园；果树林
2407,ordeal,折磨；严酷的考验；痛苦的经验
2408,order,命令；顺序；规则；[贸易] 定单；命令；整理；定购
2409,ore,矿；矿石
2410,organ,[生物] 器官；机构；风琴；管风琴；嗓音
2411,orient,使适应；确定方向；使朝东；东方；东方诸国；东方的
2412,origin,起源；原点；出身；开端
2413,originate,引起；创作
2414,ornament,装饰；[建][服装] 装饰物；教堂用品；装饰，修饰
2415,orphan,孤儿的；无双亲的；孤儿；使成孤儿
2416,orthodox,正统的；传统的；惯常的；东正教的；正统的人；正统的事物
2417,ostrich,鸵鸟；鸵鸟般的人
2418,otherwise,否则；另外；在其他方面；另外的；其他方面的；原本，本来；其他；如果不；然后
2419,ounce,盎司；少量；雪豹
2420,outbreak,（战争的）爆发；（疾病的）发作；爆发
2421,outcome,结果，结局；成果
2422,outdated,过时的；旧式的；使过时（outdate的过去式和过去分词）
2423,outlaw,歹徒；罪犯；亡命之徒；被剥夺法律保护者；宣布…为不合法；将…放逐；剥夺…的法律保护
2424,outlet,出口，排放孔；[电] 电源插座；销路；发泄的方法；批发商店
2425,outline,轮廓；大纲；概要；略图；概述；略述；描画…轮廓
2426,outlook,展望；观点；景色；比……好看；用目光压倒；朝外看
2427,output,输出，输出量；产量；出产；输出
2428,outrageous,粗暴的；可恶的；令人吃惊的
2429,outset,开始；开端
2430,outskirts,市郊，郊区
2431,outstanding,杰出的；显著的；未解决的；未偿付的；未偿贷款
2432,oven,炉，灶；烤炉，烤箱
2433,overall,全部的；全体的；一切在内的；全部地；总的说来；工装裤；罩衫
2434,overcast,阴天的；阴暗的；愁闷的；使沮丧；包缝；遮蔽
2435,overcome,克服；胜过
2436,overcrowd,使过度拥挤；把…塞得过满
2437,overdo,把…做得过分；使过于疲劳；对…表演过火；夸张
2438,overdue,过期的；迟到的；未兑的
2439,overflow,溢出；泛滥；充溢；充满，洋溢；泛滥；超值；溢值
2440,overgrown,蔓生的；生长过快的；生长过度（overgrow的过去分词）
2441,overhear,无意中听到；偷听
2442,overlap,重叠；重复；部分重叠；部分的同时发生
2443,overleaf,在次页；在背面；背面的；次页的
2444,overlook,忽略；俯瞰；远眺；检查；高耸于…之上；忽视；眺望
2445,overnight,通宵；突然；昨晚；晚上的；通宵的；前夜的；头天晚上；一夜的逗留；连夜快递；过一夜
2446,overrule,否决；统治；对…施加影响
2447,oversea,外国的；在海外的；国外；向国外，向海外
2448,overseas,在海外，海外；海外的，国外的
2449,overtake,赶上；压倒；突然来袭
2450,overthrow,推翻；倾覆；瓦解；推翻；打倒；倾覆
2451,overtime,[劳经] 加班时间；延长时间；加时赛；超时的；加班的；使超过时间；加班地
2452,overturn,推翻；倾覆；破坏；倾覆；周转；破灭
2453,overweight,超重的；过重的；使负担过重；超重
2454,overwhelm,淹没；压倒；受打击；覆盖；压垮
2455,owing,未付的；欠着的；欠；把…归功于（owe的ing形式）
2456,owl,猫头鹰；枭；惯于晚上活动的人
2457,oxide,[化学] 氧化物
2458,oyster,牡蛎，[无脊椎] 蚝；沉默寡言的人
2459,ozone,[化学] 臭氧；新鲜的空气
2460,pace,一步；步速；步伐；速度；踱步；缓慢而行
2461,pact,协定；公约；条约；契约
2462,pad,衬垫；护具；便笺簿；填补；步行；放轻脚步走
2463,paddock,围场；小牧场
2464,page,页；记录；大事件，时期；男侍者；给…标页码
2465,pager,寻呼机，呼机
2466,pagoda,（东方寺院的）宝塔；印度的旧金币
2467,pail,桶，提桶
2468,painkiller,止痛药
2469,pajamas,睡衣；宽长裤
2470,palm,手掌；棕榈树；掌状物；将…藏于掌中
2471,pamphlet,小册子
2472,pane,窗格；边；面；窗格玻璃；嵌板；装窗玻璃于；镶嵌板于
2473,panel,仪表板；嵌板；座谈小组，全体陪审员；嵌镶板
2474,panic,恐慌，惊慌；大恐慌；恐慌的；没有理由的；使恐慌
2475,panorama,全景，全貌；全景画；概论
2476,pants,裤子
2477,paperweight,书镇；压纸器；镇纸
2478,parachute,降落伞；跳伞
2479,parade,游行；阅兵；炫耀；行进；阅兵场；游行；炫耀；列队行进
2480,paradise,天堂
2481,paradox,悖论，反论；似非而是的论点；自相矛盾的人或事
2482,parallel,平行线；对比；使…与…平行；平行的；类似的，相同的
2483,paralyse,使……无力；使……麻痹；使……瘫痪
2484,paraphrase,释义；解释；意译；释义
2485,parenthesis,"插入语,插入成分"
2486,parish,教区
2487,parliament,议会，国会
2488,parlour,客厅；会客室；雅座
2489,part,部分；角色；零件；一些；片段；分离；分配；分开；部分地；部分的
2490,partial,局部的；偏爱的；不公平的
2491,participate,参与，参加；分享
2492,participle,分词
2493,particle,颗粒；[物] 质点；极小量；小品词
2494,particular,特别的；详细的；独有的；挑剔的；详细说明；个别项目
2495,partition,划分，分开；[数] 分割；隔墙；隔离物；[数] 分割；分隔；区分
2496,passion,激情；热情；酷爱；盛怒
2497,password,密码；口令
2498,paste,张贴，裱糊；用浆糊粘；面团，膏；糊状物，[胶粘] 浆糊
2499,pastime,娱乐，消遣
2500,pastry,油酥点心；面粉糕饼
2501,pasture,草地；牧场；牧草；放牧；吃草
2502,pat,恰好的；熟练的；合适的；恰好；熟记地；轻拍；小块；轻拍声；轻拍
2503,patch,眼罩；斑点；碎片；小块土地；修补；解决；掩饰
2504,patent,授予专利；取得…的专利权；专利的；新奇的；显然的；专利权；执照；专利品
2505,path,道路；小路；轨道
2506,pathetic,可怜的，悲哀的；感伤的；乏味的
2507,patient,有耐心的，能容忍的；病人；患者
2508,patriot,爱国者
2509,patrol,巡逻；巡逻队；侦察队；巡逻；巡查
2510,patron,赞助人；保护人；主顾
2511,pause,暂停；间歇；暂停，停顿，中止；踌躇
2512,pave,铺设；安排；作铺设之用；(Pave)人名；(西、塞)帕韦
2513,pavilion,阁；亭子；大帐篷；展示馆；搭帐篷；置…于亭中；笼罩
2514,payable,应付的；到期的；可付的；可获利的
2515,peacock,孔雀；雄孔雀；爱虚荣的人；炫耀；神气活现地走
2516,peak,山峰；最高点；顶点；帽舌；使达到最高点；使竖起；最高的；最大值的
2517,peanut,花生
2518,pearl,珍珠；珍珠色；杰出者；珍品；镶珍珠的；珍珠状的；采珍珠；成珍珠状
2519,peck,啄食；扔石头；吹毛求疵；许多；配克（容量单位，等于2加仑）；啄痕；快速轻吻
2520,peculiar,特殊的；独特的；奇怪的；罕见的；特权；特有财产
2521,pedal,踩踏板；骑车；踏板；脚蹬子；脚的；脚踏的
2522,peddle,叫卖；兜售；散播；(Peddle)人名；(英)佩德尔
2523,peel,剥，剥落；削；皮
2524,peep,偷看；隐约看见，瞥见；窥视；慢慢露出，出现；吱吱叫
2525,peer,贵族；同等的人；同龄人；凝视，盯着看；窥视
2526,peg,钉；桩；借口；琴栓；限制；钉木钉；越往下端越细的
2527,penalty,罚款，罚金；处罚
2528,pendulum,钟摆；摇锤；摇摆不定的事态
2529,penguin,企鹅；空军地勤人员
2530,peninsula,半岛
2531,pentagon,五角形
2532,peony,牡丹；芍药
2533,peppermint,薄荷；薄荷油；胡椒薄荷；薄荷糖（等于mint）
2534,perceive,察觉，感觉；理解；认知
2535,perch,鲈鱼; 高位；栖木；杆；栖息；就位；位于；使坐落于
2536,perfection,完善；完美
2537,perfume,香水；香味；洒香水于…；使…带香味
2538,peril,危险；冒险；危及；置…于险境
2539,periodical,[数] 周期的；定期的；期刊；杂志
2540,permanent,永久的，永恒的；不变的；烫发（等于permanent wave）
2541,perpendicular,垂直的，正交的；直立的；陡峭的；垂线；垂直的位置
2542,perpetual,永久的；不断的；四季开花的；无期限的
2543,perplex,使困惑，使为难；使复杂化
2544,persecute,迫害；困扰；同…捣乱
2545,persevere,坚持；不屈不挠；固执己见（在辩论中）
2546,Persian,猫老大
2547,persimmon,柿子；柿子树
2548,persist,存留，坚持；持续，固执
2549,persistent,固执的，坚持的；持久稳固的
2550,personality,个性；品格；名人
2551,personnel,人事部门；全体人员；人员的；有关人事的
2552,perspective,观点；远景；透视图；透视的
2553,persuasion,说服；说服力；信念；派别
2554,pessimist,悲观主义者
2555,petal,花瓣
2556,petition,请愿；请愿书；祈求；[法] 诉状；请愿；请求
2557,petty,琐碎的；小气的；小规模的；(Petty)人名；(英、法)佩蒂
2558,pharmacy,药房；配药学，药剂学；制药业；一批备用药品
2559,phase,月相
2560,PhD,博士学位；哲学博士学位（Doctor of Philosophy）
2561,phenomenon,现象；奇迹；杰出的人才
2562,philosophy,哲学；哲理；人生观
2563,phobia,恐怖，憎恶；恐惧症
2564,phoenix,凤凰；死而复生的人
2565,phonetic,语音的，语音学的；音形一致的；发音有细微区别的
2566,photocopy,复印件；影印；影印，复印
2567,physiology,生理学；生理机能
2568,pickpocket,扒手
2569,pictorial,绘画的；形象化的；画报；画刊
2570,piece,块；件；篇；硬币；修补；接合；凑合
2571,pierce,刺穿；洞察；响彻；深深地打动
2572,pigeon,鸽子
2573,pilgrim,朝圣者；漫游者；（美）最初的移民；去朝圣；漫游
2574,pillar,柱子，柱形物；栋梁；墩；用柱支持
2575,pillowcase,枕头套（等于pillow slip）
2576,pious,虔诚的；敬神的；可嘉的；尽责的
2577,pirate,海盗；盗版；侵犯专利权者；掠夺；翻印；剽窃
2578,pistol,手枪；信号枪；用手枪射击
2579,pit,矿井；深坑；陷阱；（物体或人体表面上的）凹陷；（英国剧场的）正厅后排；正厅后排的观众；使竞争；窖藏；使凹下；去…之核；使留疤痕
2580,pizza,比萨饼（一种涂有乳酪核番茄酱的意大利式有馅烘饼）
2581,placid,平静的；温和的；沉着的
2582,plague,瘟疫；灾祸；麻烦；讨厌的人；折磨；使苦恼；使得灾祸
2583,plain,平的；简单的；朴素的；清晰的；平原；无格式；朴实无华的东西；清楚地；平易地
2584,plan,计划；平面图；计划；设计；打算
2585,plateau,高原；高原印第安人的
2586,platinum,[化学] 铂；白金；唱片集达100万张的销售量；银灰色；唱片集已售出100万张的
2587,plausible,貌似可信的，花言巧语的；貌似真实的，貌似有理的
2588,playful,开玩笑的；幽默的；爱嬉戏的
2589,playwright,剧作家
2590,plaza,广场；市场，购物中心
2591,plead,借口；为辩护；托称
2592,pleasing,令人愉快的；讨人喜欢的；合意的；取悦（please的现在分词）
2593,pledge,保证，誓言；抵押；抵押品，典当物；保证，许诺；用……抵押；举杯祝……健康
2594,plenary,充分的；全体出席的；全体会议
2595,plentiful,丰富的；许多的；丰饶的；众多的
2596,plot,情节；图；阴谋；密谋；绘图；划分；标绘
2597,plough,犁；耕；犁；耕地（等于plow）
2598,pluck,勇气；内脏；快而猛的拉；摘；拔；扯
2599,plum,李子；梅子；洋李；紫红色；人所希望的；有利的；上等的
2600,plumber,水管工；堵漏人员
2601,plume,用羽毛装饰；羽毛
2602,plump,使丰满；使鼓起；突然放下；沉重地；突然地；圆胖的，丰满的；鼓起的；扑通声
2603,plunder,抢夺；战利品；掠夺品；掠夺；抢劫；侵吞
2604,plural,复数的；复数
2605,pneumonia,肺炎
2606,pod,蚕茧；豆荚；结豆荚
2607,poetry,诗；诗意，诗情；诗歌艺术
2608,poise,平衡；姿势；镇静；使平衡；保持姿势
2609,poke,刺，捅；戳；伸出；刺探；闲荡；戳；刺；袋子；懒汉
2610,polar,极地的；两极的；正好相反的；极面；极线
2611,pole,杆；极点；电极；用竿支撑
2612,policy,政策，方针；保险单
2613,Polish,磨光，擦亮；上光剂，擦亮剂；优雅，精良；擦亮，变光滑；波兰的
2614,politburo,（共产党中央委员会的）政治局；类似政治局的决策控制机构
2615,poll,投票；民意测验；投票数；投票所；投票；剪短；对…进行民意测验；获得选票；无角的；剪过毛的；修过枝的
2616,pollutant,污染物
2617,polo,马球；水球
2618,polytechnic,各种工艺的；综合技术的；工艺学校；理工专科学校
2619,ponder,仔细考虑；衡量；(Ponder)人名；(英)庞德
2620,pony,矮种马；小型马；小型的；每日摘要的；付清
2621,pop,卖点广告（Point of Purchase）
2622,pope,教皇，罗马教皇；权威，大师
2623,popularity,普及，流行；名气；受大众欢迎
2624,porcelain,瓷；瓷器；瓷制的；精美的
2625,porch,门廊；走廊
2626,pore,细想；凝视；熟读；气孔；小孔
2627,pornography,色情文学；色情描写
